date,origin,destination,vessel_class,cargo_type,freight_rate,currency,unit,source
2022-06-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.75,USD,per_tonne,SYNTHETIC_DEMO
2022-06-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.82,USD,per_tonne,SYNTHETIC_DEMO
2022-06-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.14,USD,per_tonne,SYNTHETIC_DEMO
2022-06-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.94,USD,per_tonne,SYNTHETIC_DEMO
2022-06-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.95,USD,per_tonne,SYNTHETIC_DEMO
2022-06-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.6,USD,per_tonne,SYNTHETIC_DEMO
2022-06-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.94,USD,per_tonne,SYNTHETIC_DEMO
2022-06-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.74,USD,per_tonne,SYNTHETIC_DEMO
2022-07-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.93,USD,per_tonne,SYNTHETIC_DEMO
2022-07-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.93,USD,per_tonne,SYNTHETIC_DEMO
2022-07-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.94,USD,per_tonne,SYNTHETIC_DEMO
2022-07-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.11,USD,per_tonne,SYNTHETIC_DEMO
2022-07-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.35,USD,per_tonne,SYNTHETIC_DEMO
2022-07-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.96,USD,per_tonne,SYNTHETIC_DEMO
2022-07-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.94,USD,per_tonne,SYNTHETIC_DEMO
2022-07-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.15,USD,per_tonne,SYNTHETIC_DEMO
2022-07-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.29,USD,per_tonne,SYNTHETIC_DEMO
2022-07-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.79,USD,per_tonne,SYNTHETIC_DEMO
2022-07-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.5,USD,per_tonne,SYNTHETIC_DEMO
2022-07-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.47,USD,per_tonne,SYNTHETIC_DEMO
2022-07-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.84,USD,per_tonne,SYNTHETIC_DEMO
2022-07-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.05,USD,per_tonne,SYNTHETIC_DEMO
2022-07-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.19,USD,per_tonne,SYNTHETIC_DEMO
2022-07-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.98,USD,per_tonne,SYNTHETIC_DEMO
2022-07-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.93,USD,per_tonne,SYNTHETIC_DEMO
2022-07-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.57,USD,per_tonne,SYNTHETIC_DEMO
2022-07-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.1,USD,per_tonne,SYNTHETIC_DEMO
2022-07-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.36,USD,per_tonne,SYNTHETIC_DEMO
2022-07-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.12,USD,per_tonne,SYNTHETIC_DEMO
2022-07-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.99,USD,per_tonne,SYNTHETIC_DEMO
2022-07-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.36,USD,per_tonne,SYNTHETIC_DEMO
2022-07-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.31,USD,per_tonne,SYNTHETIC_DEMO
2022-07-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.52,USD,per_tonne,SYNTHETIC_DEMO
2022-07-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.33,USD,per_tonne,SYNTHETIC_DEMO
2022-07-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.33,USD,per_tonne,SYNTHETIC_DEMO
2022-07-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.28,USD,per_tonne,SYNTHETIC_DEMO
2022-07-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.45,USD,per_tonne,SYNTHETIC_DEMO
2022-07-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.48,USD,per_tonne,SYNTHETIC_DEMO
2022-07-31,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.78,USD,per_tonne,SYNTHETIC_DEMO
2022-08-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.86,USD,per_tonne,SYNTHETIC_DEMO
2022-08-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.93,USD,per_tonne,SYNTHETIC_DEMO
2022-08-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.2,USD,per_tonne,SYNTHETIC_DEMO
2022-08-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.98,USD,per_tonne,SYNTHETIC_DEMO
2022-08-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.81,USD,per_tonne,SYNTHETIC_DEMO
2022-08-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.33,USD,per_tonne,SYNTHETIC_DEMO
2022-08-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.13,USD,per_tonne,SYNTHETIC_DEMO
2022-08-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.64,USD,per_tonne,SYNTHETIC_DEMO
2022-08-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.58,USD,per_tonne,SYNTHETIC_DEMO
2022-08-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.57,USD,per_tonne,SYNTHETIC_DEMO
2022-08-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.48,USD,per_tonne,SYNTHETIC_DEMO
2022-08-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.68,USD,per_tonne,SYNTHETIC_DEMO
2022-08-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.45,USD,per_tonne,SYNTHETIC_DEMO
2022-08-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.32,USD,per_tonne,SYNTHETIC_DEMO
2022-08-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.25,USD,per_tonne,SYNTHETIC_DEMO
2022-08-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.29,USD,per_tonne,SYNTHETIC_DEMO
2022-08-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.28,USD,per_tonne,SYNTHETIC_DEMO
2022-08-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.73,USD,per_tonne,SYNTHETIC_DEMO
2022-08-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.89,USD,per_tonne,SYNTHETIC_DEMO
2022-08-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.83,USD,per_tonne,SYNTHETIC_DEMO
2022-08-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.71,USD,per_tonne,SYNTHETIC_DEMO
2022-08-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.94,USD,per_tonne,SYNTHETIC_DEMO
2022-08-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.26,USD,per_tonne,SYNTHETIC_DEMO
2022-08-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.47,USD,per_tonne,SYNTHETIC_DEMO
2022-08-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.38,USD,per_tonne,SYNTHETIC_DEMO
2022-08-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.14,USD,per_tonne,SYNTHETIC_DEMO
2022-08-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.96,USD,per_tonne,SYNTHETIC_DEMO
2022-08-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.7,USD,per_tonne,SYNTHETIC_DEMO
2022-08-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.12,USD,per_tonne,SYNTHETIC_DEMO
2022-08-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.68,USD,per_tonne,SYNTHETIC_DEMO
2022-08-31,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.45,USD,per_tonne,SYNTHETIC_DEMO
2022-09-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.57,USD,per_tonne,SYNTHETIC_DEMO
2022-09-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.05,USD,per_tonne,SYNTHETIC_DEMO
2022-09-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.14,USD,per_tonne,SYNTHETIC_DEMO
2022-09-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.3,USD,per_tonne,SYNTHETIC_DEMO
2022-09-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.7,USD,per_tonne,SYNTHETIC_DEMO
2022-09-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.67,USD,per_tonne,SYNTHETIC_DEMO
2022-09-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.12,USD,per_tonne,SYNTHETIC_DEMO
2022-09-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.57,USD,per_tonne,SYNTHETIC_DEMO
2022-09-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.66,USD,per_tonne,SYNTHETIC_DEMO
2022-09-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.47,USD,per_tonne,SYNTHETIC_DEMO
2022-09-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.6,USD,per_tonne,SYNTHETIC_DEMO
2022-09-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.77,USD,per_tonne,SYNTHETIC_DEMO
2022-09-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.82,USD,per_tonne,SYNTHETIC_DEMO
2022-09-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.88,USD,per_tonne,SYNTHETIC_DEMO
2022-09-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.85,USD,per_tonne,SYNTHETIC_DEMO
2022-09-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.68,USD,per_tonne,SYNTHETIC_DEMO
2022-09-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.41,USD,per_tonne,SYNTHETIC_DEMO
2022-09-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.69,USD,per_tonne,SYNTHETIC_DEMO
2022-09-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.46,USD,per_tonne,SYNTHETIC_DEMO
2022-09-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.51,USD,per_tonne,SYNTHETIC_DEMO
2022-09-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.84,USD,per_tonne,SYNTHETIC_DEMO
2022-09-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.21,USD,per_tonne,SYNTHETIC_DEMO
2022-09-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.29,USD,per_tonne,SYNTHETIC_DEMO
2022-09-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.21,USD,per_tonne,SYNTHETIC_DEMO
2022-09-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.96,USD,per_tonne,SYNTHETIC_DEMO
2022-09-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.93,USD,per_tonne,SYNTHETIC_DEMO
2022-09-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.24,USD,per_tonne,SYNTHETIC_DEMO
2022-09-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.45,USD,per_tonne,SYNTHETIC_DEMO
2022-09-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.94,USD,per_tonne,SYNTHETIC_DEMO
2022-09-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.85,USD,per_tonne,SYNTHETIC_DEMO
2022-10-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.65,USD,per_tonne,SYNTHETIC_DEMO
2022-10-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.71,USD,per_tonne,SYNTHETIC_DEMO
2022-10-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.57,USD,per_tonne,SYNTHETIC_DEMO
2022-10-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.37,USD,per_tonne,SYNTHETIC_DEMO
2022-10-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.45,USD,per_tonne,SYNTHETIC_DEMO
2022-10-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.21,USD,per_tonne,SYNTHETIC_DEMO
2022-10-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.41,USD,per_tonne,SYNTHETIC_DEMO
2022-10-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.78,USD,per_tonne,SYNTHETIC_DEMO
2022-10-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.98,USD,per_tonne,SYNTHETIC_DEMO
2022-10-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.16,USD,per_tonne,SYNTHETIC_DEMO
2022-10-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.01,USD,per_tonne,SYNTHETIC_DEMO
2022-10-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.92,USD,per_tonne,SYNTHETIC_DEMO
2022-10-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.91,USD,per_tonne,SYNTHETIC_DEMO
2022-10-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.68,USD,per_tonne,SYNTHETIC_DEMO
2022-10-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.88,USD,per_tonne,SYNTHETIC_DEMO
2022-10-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.07,USD,per_tonne,SYNTHETIC_DEMO
2022-10-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.9,USD,per_tonne,SYNTHETIC_DEMO
2022-10-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.23,USD,per_tonne,SYNTHETIC_DEMO
2022-10-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.39,USD,per_tonne,SYNTHETIC_DEMO
2022-10-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.92,USD,per_tonne,SYNTHETIC_DEMO
2022-10-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.0,USD,per_tonne,SYNTHETIC_DEMO
2022-10-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.66,USD,per_tonne,SYNTHETIC_DEMO
2022-10-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.49,USD,per_tonne,SYNTHETIC_DEMO
2022-10-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.48,USD,per_tonne,SYNTHETIC_DEMO
2022-10-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.56,USD,per_tonne,SYNTHETIC_DEMO
2022-10-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.34,USD,per_tonne,SYNTHETIC_DEMO
2022-10-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.37,USD,per_tonne,SYNTHETIC_DEMO
2022-10-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.42,USD,per_tonne,SYNTHETIC_DEMO
2022-10-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.04,USD,per_tonne,SYNTHETIC_DEMO
2022-10-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.87,USD,per_tonne,SYNTHETIC_DEMO
2022-10-31,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.91,USD,per_tonne,SYNTHETIC_DEMO
2022-11-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.44,USD,per_tonne,SYNTHETIC_DEMO
2022-11-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.85,USD,per_tonne,SYNTHETIC_DEMO
2022-11-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.73,USD,per_tonne,SYNTHETIC_DEMO
2022-11-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.46,USD,per_tonne,SYNTHETIC_DEMO
2022-11-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.88,USD,per_tonne,SYNTHETIC_DEMO
2022-11-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.76,USD,per_tonne,SYNTHETIC_DEMO
2022-11-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.44,USD,per_tonne,SYNTHETIC_DEMO
2022-11-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.36,USD,per_tonne,SYNTHETIC_DEMO
2022-11-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.78,USD,per_tonne,SYNTHETIC_DEMO
2022-11-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.91,USD,per_tonne,SYNTHETIC_DEMO
2022-11-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.08,USD,per_tonne,SYNTHETIC_DEMO
2022-11-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.17,USD,per_tonne,SYNTHETIC_DEMO
2022-11-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.1,USD,per_tonne,SYNTHETIC_DEMO
2022-11-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.19,USD,per_tonne,SYNTHETIC_DEMO
2022-11-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.85,USD,per_tonne,SYNTHETIC_DEMO
2022-11-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.65,USD,per_tonne,SYNTHETIC_DEMO
2022-11-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.56,USD,per_tonne,SYNTHETIC_DEMO
2022-11-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.54,USD,per_tonne,SYNTHETIC_DEMO
2022-11-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.5,USD,per_tonne,SYNTHETIC_DEMO
2022-11-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.37,USD,per_tonne,SYNTHETIC_DEMO
2022-11-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.26,USD,per_tonne,SYNTHETIC_DEMO
2022-11-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,12.89,USD,per_tonne,SYNTHETIC_DEMO
2022-11-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.34,USD,per_tonne,SYNTHETIC_DEMO
2022-11-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.29,USD,per_tonne,SYNTHETIC_DEMO
2022-11-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.42,USD,per_tonne,SYNTHETIC_DEMO
2022-11-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.28,USD,per_tonne,SYNTHETIC_DEMO
2022-11-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.82,USD,per_tonne,SYNTHETIC_DEMO
2022-11-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.34,USD,per_tonne,SYNTHETIC_DEMO
2022-11-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.33,USD,per_tonne,SYNTHETIC_DEMO
2022-11-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.22,USD,per_tonne,SYNTHETIC_DEMO
2022-12-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.05,USD,per_tonne,SYNTHETIC_DEMO
2022-12-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.02,USD,per_tonne,SYNTHETIC_DEMO
2022-12-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.34,USD,per_tonne,SYNTHETIC_DEMO
2022-12-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,12.95,USD,per_tonne,SYNTHETIC_DEMO
2022-12-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,12.79,USD,per_tonne,SYNTHETIC_DEMO
2022-12-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,12.96,USD,per_tonne,SYNTHETIC_DEMO
2022-12-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.0,USD,per_tonne,SYNTHETIC_DEMO
2022-12-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.13,USD,per_tonne,SYNTHETIC_DEMO
2022-12-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.09,USD,per_tonne,SYNTHETIC_DEMO
2022-12-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.36,USD,per_tonne,SYNTHETIC_DEMO
2022-12-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.66,USD,per_tonne,SYNTHETIC_DEMO
2022-12-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.5,USD,per_tonne,SYNTHETIC_DEMO
2022-12-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.45,USD,per_tonne,SYNTHETIC_DEMO
2022-12-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.37,USD,per_tonne,SYNTHETIC_DEMO
2022-12-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.55,USD,per_tonne,SYNTHETIC_DEMO
2022-12-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.59,USD,per_tonne,SYNTHETIC_DEMO
2022-12-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.64,USD,per_tonne,SYNTHETIC_DEMO
2022-12-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.72,USD,per_tonne,SYNTHETIC_DEMO
2022-12-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.73,USD,per_tonne,SYNTHETIC_DEMO
2022-12-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.76,USD,per_tonne,SYNTHETIC_DEMO
2022-12-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.01,USD,per_tonne,SYNTHETIC_DEMO
2022-12-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.26,USD,per_tonne,SYNTHETIC_DEMO
2022-12-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.69,USD,per_tonne,SYNTHETIC_DEMO
2022-12-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.91,USD,per_tonne,SYNTHETIC_DEMO
2022-12-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.52,USD,per_tonne,SYNTHETIC_DEMO
2022-12-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.57,USD,per_tonne,SYNTHETIC_DEMO
2022-12-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.76,USD,per_tonne,SYNTHETIC_DEMO
2022-12-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.12,USD,per_tonne,SYNTHETIC_DEMO
2022-12-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.36,USD,per_tonne,SYNTHETIC_DEMO
2022-12-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.64,USD,per_tonne,SYNTHETIC_DEMO
2022-12-31,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.07,USD,per_tonne,SYNTHETIC_DEMO
2023-01-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.04,USD,per_tonne,SYNTHETIC_DEMO
2023-01-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.2,USD,per_tonne,SYNTHETIC_DEMO
2023-01-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.38,USD,per_tonne,SYNTHETIC_DEMO
2023-01-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.31,USD,per_tonne,SYNTHETIC_DEMO
2023-01-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.65,USD,per_tonne,SYNTHETIC_DEMO
2023-01-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.06,USD,per_tonne,SYNTHETIC_DEMO
2023-01-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.69,USD,per_tonne,SYNTHETIC_DEMO
2023-01-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.6,USD,per_tonne,SYNTHETIC_DEMO
2023-01-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.16,USD,per_tonne,SYNTHETIC_DEMO
2023-01-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.1,USD,per_tonne,SYNTHETIC_DEMO
2023-01-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.68,USD,per_tonne,SYNTHETIC_DEMO
2023-01-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.7,USD,per_tonne,SYNTHETIC_DEMO
2023-01-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.96,USD,per_tonne,SYNTHETIC_DEMO
2023-01-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.74,USD,per_tonne,SYNTHETIC_DEMO
2023-01-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.99,USD,per_tonne,SYNTHETIC_DEMO
2023-01-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.86,USD,per_tonne,SYNTHETIC_DEMO
2023-01-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.07,USD,per_tonne,SYNTHETIC_DEMO
2023-01-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.92,USD,per_tonne,SYNTHETIC_DEMO
2023-01-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.06,USD,per_tonne,SYNTHETIC_DEMO
2023-01-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.25,USD,per_tonne,SYNTHETIC_DEMO
2023-01-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.16,USD,per_tonne,SYNTHETIC_DEMO
2023-01-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.37,USD,per_tonne,SYNTHETIC_DEMO
2023-01-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.45,USD,per_tonne,SYNTHETIC_DEMO
2023-01-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.47,USD,per_tonne,SYNTHETIC_DEMO
2023-01-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.07,USD,per_tonne,SYNTHETIC_DEMO
2023-01-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.78,USD,per_tonne,SYNTHETIC_DEMO
2023-01-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.47,USD,per_tonne,SYNTHETIC_DEMO
2023-01-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.49,USD,per_tonne,SYNTHETIC_DEMO
2023-01-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.15,USD,per_tonne,SYNTHETIC_DEMO
2023-01-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.61,USD,per_tonne,SYNTHETIC_DEMO
2023-01-31,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.38,USD,per_tonne,SYNTHETIC_DEMO
2023-02-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.37,USD,per_tonne,SYNTHETIC_DEMO
2023-02-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.42,USD,per_tonne,SYNTHETIC_DEMO
2023-02-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.44,USD,per_tonne,SYNTHETIC_DEMO
2023-02-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.63,USD,per_tonne,SYNTHETIC_DEMO
2023-02-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.76,USD,per_tonne,SYNTHETIC_DEMO
