date,port,vessels_waiting,average_waiting_days,berth_occupancy_pct,congestion_index,source
2020-04-14,IDN_TAB,8,3.38,80.2,2.17,SYNTHETIC_DEMO
2020-04-14,ZAF_RIC,7,3.38,84.8,2.29,SYNTHETIC_DEMO
2020-04-15,IND_VZG,4,3.19,79.8,2.04,SYNTHETIC_DEMO
2020-04-15,IND_PAR,9,4.74,91.4,3.47,SYNTHETIC_DEMO
2020-04-15,IND_GVM,4,2.4,75.8,1.46,SYNTHETIC_DEMO
2020-04-15,IND_DHM,9,2.88,82.8,1.91,SYNTHETIC_DEMO
2020-04-15,IND_HLD,13,5.54,95.7,4.24,SYNTHETIC_DEMO
2020-04-15,IND_GOP,3,2.63,72.2,1.52,SYNTHETIC_DEMO
2020-04-15,AUS_NEW,8,4.35,92.5,3.22,SYNTHETIC_DEMO
2020-04-15,AUS_HAY,7,2.94,76.0,1.79,SYNTHETIC_DEMO
2020-04-15,IDN_TAB,10,3.12,85.3,2.13,SYNTHETIC_DEMO
2020-04-15,ZAF_RIC,10,3.59,83.3,2.39,SYNTHETIC_DEMO
2020-04-16,IND_VZG,9,3.08,80.4,1.98,SYNTHETIC_DEMO
2020-04-16,IND_PAR,11,4.52,88.3,3.19,SYNTHETIC_DEMO
2020-04-16,IND_GVM,5,3.09,75.6,1.87,SYNTHETIC_DEMO
2020-04-16,IND_DHM,4,2.82,81.3,1.83,SYNTHETIC_DEMO
2020-04-16,IND_HLD,10,5.91,95.4,4.51,SYNTHETIC_DEMO
2020-04-16,IND_GOP,6,2.17,71.8,1.25,SYNTHETIC_DEMO
2020-04-16,AUS_NEW,11,4.22,92.5,3.12,SYNTHETIC_DEMO
2020-04-16,AUS_HAY,4,2.83,78.4,1.77,SYNTHETIC_DEMO
2020-04-16,IDN_TAB,8,3.62,85.5,2.48,SYNTHETIC_DEMO
2020-04-16,ZAF_RIC,7,3.32,82.3,2.19,SYNTHETIC_DEMO
2020-04-17,IND_VZG,5,2.85,79.3,1.81,SYNTHETIC_DEMO
2020-04-17,IND_PAR,12,4.8,88.6,3.4,SYNTHETIC_DEMO
2020-04-17,IND_GVM,4,2.84,77.4,1.76,SYNTHETIC_DEMO
2020-04-17,IND_DHM,7,3.41,85.2,2.32,SYNTHETIC_DEMO
2020-04-17,IND_HLD,13,5.38,91.3,3.93,SYNTHETIC_DEMO
2020-04-17,IND_GOP,5,1.81,70.7,1.02,SYNTHETIC_DEMO
2020-04-17,AUS_NEW,11,3.73,93.2,2.78,SYNTHETIC_DEMO
2020-04-17,AUS_HAY,8,2.52,76.4,1.54,SYNTHETIC_DEMO
2020-04-17,IDN_TAB,9,3.43,82.7,2.27,SYNTHETIC_DEMO
2020-04-17,ZAF_RIC,6,3.02,81.1,1.96,SYNTHETIC_DEMO
2020-04-18,IND_VZG,8,3.26,83.2,2.17,SYNTHETIC_DEMO
2020-04-18,IND_PAR,11,4.3,89.7,3.09,SYNTHETIC_DEMO
2020-04-18,IND_GVM,6,2.5,73.9,1.48,SYNTHETIC_DEMO
2020-04-18,IND_DHM,8,3.38,83.9,2.27,SYNTHETIC_DEMO
2020-04-18,IND_HLD,13,5.12,95.2,3.9,SYNTHETIC_DEMO
2020-04-18,IND_GOP,4,1.95,69.7,1.09,SYNTHETIC_DEMO
2020-04-18,AUS_NEW,10,4.38,91.7,3.21,SYNTHETIC_DEMO
2020-04-18,AUS_HAY,8,2.18,76.7,1.34,SYNTHETIC_DEMO
2020-04-18,IDN_TAB,8,3.58,84.4,2.42,SYNTHETIC_DEMO
2020-04-18,ZAF_RIC,8,3.42,81.4,2.23,SYNTHETIC_DEMO
2020-04-19,IND_VZG,8,2.71,77.3,1.68,SYNTHETIC_DEMO
2020-04-19,IND_PAR,10,5.01,88.2,3.54,SYNTHETIC_DEMO
2020-04-19,IND_GVM,8,2.55,74.2,1.51,SYNTHETIC_DEMO
2020-04-19,IND_DHM,6,2.96,83.8,1.98,SYNTHETIC_DEMO
2020-04-19,IND_HLD,12,5.96,92.3,4.4,SYNTHETIC_DEMO
2020-04-19,IND_GOP,5,2.27,71.4,1.3,SYNTHETIC_DEMO
2020-04-19,AUS_NEW,10,3.82,94.1,2.88,SYNTHETIC_DEMO
2020-04-19,AUS_HAY,5,2.66,77.1,1.64,SYNTHETIC_DEMO
2020-04-19,IDN_TAB,10,3.11,85.3,2.12,SYNTHETIC_DEMO
2020-04-19,ZAF_RIC,8,3.01,82.5,1.99,SYNTHETIC_DEMO
2020-04-20,IND_VZG,8,2.69,78.9,1.7,SYNTHETIC_DEMO
2020-04-20,IND_PAR,10,4.41,87.5,3.09,SYNTHETIC_DEMO
2020-04-20,IND_GVM,5,2.73,73.4,1.6,SYNTHETIC_DEMO
2020-04-20,IND_DHM,6,3.85,83.6,2.57,SYNTHETIC_DEMO
2020-04-20,IND_HLD,13,5.66,94.2,4.27,SYNTHETIC_DEMO
2020-04-20,IND_GOP,4,1.84,71.0,1.05,SYNTHETIC_DEMO
2020-04-20,AUS_NEW,8,4.39,90.9,3.19,SYNTHETIC_DEMO
2020-04-20,AUS_HAY,6,2.81,77.5,1.74,SYNTHETIC_DEMO
2020-04-20,IDN_TAB,8,2.91,85.6,1.99,SYNTHETIC_DEMO
2020-04-20,ZAF_RIC,7,3.04,82.2,2.0,SYNTHETIC_DEMO
2020-04-21,IND_VZG,5,2.16,79.9,1.38,SYNTHETIC_DEMO
2020-04-21,IND_PAR,10,4.68,88.0,3.29,SYNTHETIC_DEMO
2020-04-21,IND_GVM,8,2.23,72.4,1.29,SYNTHETIC_DEMO
2020-04-21,IND_DHM,10,2.8,81.0,1.81,SYNTHETIC_DEMO
2020-04-21,IND_HLD,10,5.64,94.6,4.27,SYNTHETIC_DEMO
2020-04-21,IND_GOP,1,2.19,70.0,1.23,SYNTHETIC_DEMO
2020-04-21,AUS_NEW,7,4.43,89.7,3.18,SYNTHETIC_DEMO
2020-04-21,AUS_HAY,5,2.84,79.2,1.8,SYNTHETIC_DEMO
2020-04-21,IDN_TAB,7,3.11,79.5,1.98,SYNTHETIC_DEMO
2020-04-21,ZAF_RIC,6,3.08,83.7,2.06,SYNTHETIC_DEMO
2020-04-22,IND_VZG,6,2.74,76.2,1.67,SYNTHETIC_DEMO
2020-04-22,IND_PAR,10,4.53,83.2,3.02,SYNTHETIC_DEMO
2020-04-22,IND_GVM,7,2.59,74.0,1.53,SYNTHETIC_DEMO
2020-04-22,IND_DHM,7,2.62,80.2,1.68,SYNTHETIC_DEMO
2020-04-22,IND_HLD,12,4.99,94.9,3.79,SYNTHETIC_DEMO
2020-04-22,IND_GOP,5,1.87,70.3,1.05,SYNTHETIC_DEMO
2020-04-22,AUS_NEW,9,3.71,90.1,2.67,SYNTHETIC_DEMO
2020-04-22,AUS_HAY,6,2.26,77.5,1.4,SYNTHETIC_DEMO
2020-04-22,IDN_TAB,7,2.93,81.2,1.9,SYNTHETIC_DEMO
2020-04-22,ZAF_RIC,7,2.83,83.1,1.88,SYNTHETIC_DEMO
2020-04-23,IND_VZG,8,2.41,82.8,1.6,SYNTHETIC_DEMO
2020-04-23,IND_PAR,9,4.84,84.8,3.28,SYNTHETIC_DEMO
2020-04-23,IND_GVM,4,2.99,74.2,1.77,SYNTHETIC_DEMO
2020-04-23,IND_DHM,6,3.15,77.4,1.95,SYNTHETIC_DEMO
2020-04-23,IND_HLD,12,5.44,90.1,3.92,SYNTHETIC_DEMO
2020-04-23,IND_GOP,4,2.43,72.0,1.4,SYNTHETIC_DEMO
2020-04-23,AUS_NEW,7,3.73,90.9,2.71,SYNTHETIC_DEMO
2020-04-23,AUS_HAY,8,2.46,71.2,1.4,SYNTHETIC_DEMO
2020-04-23,IDN_TAB,8,2.94,82.4,1.94,SYNTHETIC_DEMO
2020-04-23,ZAF_RIC,7,2.72,81.8,1.78,SYNTHETIC_DEMO
2020-04-24,IND_VZG,6,2.58,77.9,1.61,SYNTHETIC_DEMO
2020-04-24,IND_PAR,11,3.88,84.7,2.63,SYNTHETIC_DEMO
2020-04-24,IND_GVM,4,2.27,74.1,1.35,SYNTHETIC_DEMO
2020-04-24,IND_DHM,8,3.11,83.2,2.07,SYNTHETIC_DEMO
2020-04-24,IND_HLD,9,5.16,89.6,3.7,SYNTHETIC_DEMO
2020-04-24,IND_GOP,3,2.16,72.1,1.25,SYNTHETIC_DEMO
2020-04-24,AUS_NEW,9,4.01,88.5,2.84,SYNTHETIC_DEMO
2020-04-24,AUS_HAY,4,2.67,79.1,1.69,SYNTHETIC_DEMO
2020-04-24,IDN_TAB,7,2.85,83.5,1.9,SYNTHETIC_DEMO
2020-04-24,ZAF_RIC,6,2.86,80.4,1.84,SYNTHETIC_DEMO
2020-04-25,IND_VZG,4,2.79,77.8,1.74,SYNTHETIC_DEMO
2020-04-25,IND_PAR,11,4.03,86.8,2.8,SYNTHETIC_DEMO
2020-04-25,IND_GVM,5,1.52,72.3,0.88,SYNTHETIC_DEMO
2020-04-25,IND_DHM,6,2.94,80.7,1.9,SYNTHETIC_DEMO
2020-04-25,IND_HLD,13,5.42,95.0,4.12,SYNTHETIC_DEMO
2020-04-25,IND_GOP,4,1.7,73.6,1.0,SYNTHETIC_DEMO
2020-04-25,AUS_NEW,8,4.04,88.7,2.87,SYNTHETIC_DEMO
2020-04-25,AUS_HAY,8,2.4,75.5,1.45,SYNTHETIC_DEMO
2020-04-25,IDN_TAB,8,3.43,82.5,2.26,SYNTHETIC_DEMO
2020-04-25,ZAF_RIC,8,2.75,81.1,1.78,SYNTHETIC_DEMO
2020-04-26,IND_VZG,7,2.89,83.2,1.92,SYNTHETIC_DEMO
2020-04-26,IND_PAR,9,4.4,87.2,3.07,SYNTHETIC_DEMO
2020-04-26,IND_GVM,5,1.76,73.6,1.04,SYNTHETIC_DEMO
2020-04-26,IND_DHM,6,3.01,81.8,1.97,SYNTHETIC_DEMO
2020-04-26,IND_HLD,11,5.23,93.1,3.9,SYNTHETIC_DEMO
2020-04-26,IND_GOP,4,2.0,70.1,1.12,SYNTHETIC_DEMO
2020-04-26,AUS_NEW,9,4.1,83.9,2.75,SYNTHETIC_DEMO
2020-04-26,AUS_HAY,5,2.6,71.6,1.49,SYNTHETIC_DEMO
2020-04-26,IDN_TAB,6,3.21,85.6,2.2,SYNTHETIC_DEMO
2020-04-26,ZAF_RIC,5,3.23,83.0,2.14,SYNTHETIC_DEMO
2020-04-27,IND_VZG,4,2.57,78.8,1.62,SYNTHETIC_DEMO
2020-04-27,IND_PAR,9,3.83,86.6,2.65,SYNTHETIC_DEMO
2020-04-27,IND_GVM,3,1.68,69.5,0.93,SYNTHETIC_DEMO
2020-04-27,IND_DHM,5,3.07,81.0,1.99,SYNTHETIC_DEMO
2020-04-27,IND_HLD,12,4.78,94.5,3.61,SYNTHETIC_DEMO
2020-04-27,IND_GOP,5,1.79,68.1,0.98,SYNTHETIC_DEMO
2020-04-27,AUS_NEW,11,4.46,89.2,3.18,SYNTHETIC_DEMO
2020-04-27,AUS_HAY,5,2.27,71.5,1.3,SYNTHETIC_DEMO
2020-04-27,IDN_TAB,5,3.55,83.3,2.37,SYNTHETIC_DEMO
2020-04-27,ZAF_RIC,4,2.4,80.3,1.54,SYNTHETIC_DEMO
2020-04-28,IND_VZG,6,2.7,76.1,1.64,SYNTHETIC_DEMO
2020-04-28,IND_PAR,11,4.11,87.2,2.87,SYNTHETIC_DEMO
2020-04-28,IND_GVM,5,1.66,72.4,0.96,SYNTHETIC_DEMO
2020-04-28,IND_DHM,5,3.23,79.0,2.04,SYNTHETIC_DEMO
2020-04-28,IND_HLD,11,5.25,92.4,3.88,SYNTHETIC_DEMO
2020-04-28,IND_GOP,2,2.05,65.0,1.07,SYNTHETIC_DEMO
2020-04-28,AUS_NEW,8,3.95,87.2,2.76,SYNTHETIC_DEMO
2020-04-28,AUS_HAY,5,2.42,73.2,1.42,SYNTHETIC_DEMO
2020-04-28,IDN_TAB,6,3.29,81.9,2.16,SYNTHETIC_DEMO
2020-04-28,ZAF_RIC,5,2.76,77.5,1.71,SYNTHETIC_DEMO
2020-04-29,IND_VZG,4,2.83,79.7,1.8,SYNTHETIC_DEMO
2020-04-29,IND_PAR,10,4.15,81.9,2.72,SYNTHETIC_DEMO
2020-04-29,IND_GVM,4,2.43,68.9,1.34,SYNTHETIC_DEMO
2020-04-29,IND_DHM,7,3.32,74.4,1.98,SYNTHETIC_DEMO
2020-04-29,IND_HLD,11,5.38,89.5,3.85,SYNTHETIC_DEMO
2020-04-29,IND_GOP,3,1.52,67.1,0.82,SYNTHETIC_DEMO
2020-04-29,AUS_NEW,7,3.78,82.6,2.5,SYNTHETIC_DEMO
2020-04-29,AUS_HAY,6,1.98,73.9,1.17,SYNTHETIC_DEMO
2020-04-29,IDN_TAB,8,3.05,82.7,2.02,SYNTHETIC_DEMO
2020-04-29,ZAF_RIC,9,2.63,82.6,1.74,SYNTHETIC_DEMO
2020-04-30,IND_VZG,7,2.56,77.1,1.58,SYNTHETIC_DEMO
2020-04-30,IND_PAR,10,3.61,85.3,2.46,SYNTHETIC_DEMO
2020-04-30,IND_GVM,4,2.24,69.8,1.25,SYNTHETIC_DEMO
2020-04-30,IND_DHM,7,2.5,76.6,1.53,SYNTHETIC_DEMO
2020-04-30,IND_HLD,11,5.3,92.3,3.91,SYNTHETIC_DEMO
2020-04-30,IND_GOP,3,2.13,67.1,1.14,SYNTHETIC_DEMO
2020-04-30,AUS_NEW,8,3.08,88.5,2.18,SYNTHETIC_DEMO
2020-04-30,AUS_HAY,7,2.3,73.7,1.36,SYNTHETIC_DEMO
2020-04-30,IDN_TAB,5,3.29,81.1,2.13,SYNTHETIC_DEMO
2020-04-30,ZAF_RIC,6,2.92,79.4,1.85,SYNTHETIC_DEMO
2020-05-01,IND_VZG,5,2.61,78.6,1.64,SYNTHETIC_DEMO
2020-05-01,IND_PAR,9,4.28,87.7,3.0,SYNTHETIC_DEMO
2020-05-01,IND_GVM,2,2.01,71.4,1.15,SYNTHETIC_DEMO
2020-05-01,IND_DHM,7,3.03,78.4,1.9,SYNTHETIC_DEMO
2020-05-01,IND_HLD,11,5.26,93.3,3.93,SYNTHETIC_DEMO
2020-05-01,IND_GOP,1,1.32,69.4,0.73,SYNTHETIC_DEMO
2020-05-01,AUS_NEW,7,3.88,89.2,2.77,SYNTHETIC_DEMO
2020-05-01,AUS_HAY,6,1.84,72.8,1.07,SYNTHETIC_DEMO
2020-05-01,IDN_TAB,6,3.31,81.0,2.14,SYNTHETIC_DEMO
2020-05-01,ZAF_RIC,5,2.55,78.6,1.6,SYNTHETIC_DEMO
2020-05-02,IND_VZG,6,2.25,79.2,1.43,SYNTHETIC_DEMO
2020-05-02,IND_PAR,10,4.09,83.4,2.73,SYNTHETIC_DEMO
2020-05-02,IND_GVM,4,2.1,74.4,1.25,SYNTHETIC_DEMO
2020-05-02,IND_DHM,6,2.44,81.9,1.6,SYNTHETIC_DEMO
2020-05-02,IND_HLD,10,5.25,89.6,3.76,SYNTHETIC_DEMO
2020-05-02,IND_GOP,1,2.0,68.2,1.09,SYNTHETIC_DEMO
2020-05-02,AUS_NEW,7,4.04,85.3,2.76,SYNTHETIC_DEMO
2020-05-02,AUS_HAY,5,2.13,75.5,1.29,SYNTHETIC_DEMO
2020-05-02,IDN_TAB,7,3.06,78.3,1.92,SYNTHETIC_DEMO
2020-05-02,ZAF_RIC,5,2.79,76.4,1.71,SYNTHETIC_DEMO
2020-05-03,IND_VZG,4,1.95,76.5,1.19,SYNTHETIC_DEMO
2020-05-03,IND_PAR,8,3.71,86.9,2.58,SYNTHETIC_DEMO
2020-05-03,IND_GVM,1,2.32,67.5,1.25,SYNTHETIC_DEMO
2020-05-03,IND_DHM,5,2.84,81.3,1.85,SYNTHETIC_DEMO
2020-05-03,IND_HLD,13,5.11,94.6,3.87,SYNTHETIC_DEMO
2020-05-03,IND_GOP,4,1.08,64.7,0.56,SYNTHETIC_DEMO
2020-05-03,AUS_NEW,6,3.53,86.8,2.45,SYNTHETIC_DEMO
2020-05-03,AUS_HAY,6,2.75,72.1,1.59,SYNTHETIC_DEMO
2020-05-03,IDN_TAB,5,3.0,81.8,1.96,SYNTHETIC_DEMO
2020-05-03,ZAF_RIC,7,2.33,80.3,1.5,SYNTHETIC_DEMO
2020-05-04,IND_VZG,2,2.33,75.0,1.4,SYNTHETIC_DEMO
2020-05-04,IND_PAR,8,4.14,83.7,2.77,SYNTHETIC_DEMO
2020-05-04,IND_GVM,4,1.88,71.4,1.07,SYNTHETIC_DEMO
2020-05-04,IND_DHM,7,2.6,78.9,1.64,SYNTHETIC_DEMO
2020-05-04,IND_HLD,10,5.01,87.5,3.51,SYNTHETIC_DEMO
2020-05-04,IND_GOP,5,1.47,65.2,0.77,SYNTHETIC_DEMO
2020-05-04,AUS_NEW,8,3.69,87.8,2.59,SYNTHETIC_DEMO
2020-05-04,AUS_HAY,4,1.99,74.2,1.18,SYNTHETIC_DEMO
2020-05-04,IDN_TAB,4,2.91,80.0,1.86,SYNTHETIC_DEMO
2020-05-04,ZAF_RIC,6,2.44,75.9,1.48,SYNTHETIC_DEMO
2020-05-05,IND_VZG,4,2.18,75.5,1.32,SYNTHETIC_DEMO
2020-05-05,IND_PAR,9,3.72,85.8,2.55,SYNTHETIC_DEMO
2020-05-05,IND_GVM,3,1.5,70.2,0.84,SYNTHETIC_DEMO
2020-05-05,IND_DHM,6,2.43,78.9,1.53,SYNTHETIC_DEMO
2020-05-05,IND_HLD,8,5.22,87.8,3.67,SYNTHETIC_DEMO
2020-05-05,IND_GOP,2,1.18,68.8,0.65,SYNTHETIC_DEMO
2020-05-05,AUS_NEW,7,3.19,85.5,2.18,SYNTHETIC_DEMO
2020-05-05,AUS_HAY,7,1.79,72.7,1.04,SYNTHETIC_DEMO
2020-05-05,IDN_TAB,6,2.97,78.1,1.86,SYNTHETIC_DEMO
2020-05-05,ZAF_RIC,5,2.63,75.3,1.58,SYNTHETIC_DEMO
2020-05-06,IND_VZG,2,2.49,76.8,1.53,SYNTHETIC_DEMO
2020-05-06,IND_PAR,7,3.97,85.0,2.7,SYNTHETIC_DEMO
2020-05-06,IND_GVM,2,2.03,70.2,1.14,SYNTHETIC_DEMO
2020-05-06,IND_DHM,7,2.45,80.9,1.59,SYNTHETIC_DEMO
2020-05-06,IND_HLD,11,4.54,92.6,3.36,SYNTHETIC_DEMO
2020-05-06,IND_GOP,3,1.42,65.5,0.74,SYNTHETIC_DEMO
2020-05-06,AUS_NEW,8,3.04,84.2,2.05,SYNTHETIC_DEMO
2020-05-06,AUS_HAY,4,2.13,72.4,1.23,SYNTHETIC_DEMO
2020-05-06,IDN_TAB,6,2.74,80.7,1.77,SYNTHETIC_DEMO
2020-05-06,ZAF_RIC,3,2.36,76.1,1.44,SYNTHETIC_DEMO
2020-05-07,IND_VZG,3,1.61,77.1,0.99,SYNTHETIC_DEMO
2020-05-07,IND_PAR,7,3.41,85.1,2.32,SYNTHETIC_DEMO
2020-05-07,IND_GVM,4,1.29,70.9,0.73,SYNTHETIC_DEMO
2020-05-07,IND_DHM,5,2.95,78.8,1.86,SYNTHETIC_DEMO
2020-05-07,IND_HLD,9,4.33,89.5,3.1,SYNTHETIC_DEMO
2020-05-07,IND_GOP,1,1.76,69.4,0.98,SYNTHETIC_DEMO
2020-05-07,AUS_NEW,7,3.26,89.6,2.34,SYNTHETIC_DEMO
2020-05-07,AUS_HAY,4,1.93,70.3,1.09,SYNTHETIC_DEMO
2020-05-07,IDN_TAB,3,2.59,78.6,1.63,SYNTHETIC_DEMO
2020-05-07,ZAF_RIC,4,2.4,77.4,1.49,SYNTHETIC_DEMO
2020-05-08,IND_VZG,3,2.16,74.5,1.29,SYNTHETIC_DEMO
2020-05-08,IND_PAR,9,4.05,86.4,2.8,SYNTHETIC_DEMO
2020-05-08,IND_GVM,3,1.45,66.4,0.77,SYNTHETIC_DEMO
2020-05-08,IND_DHM,5,2.46,77.3,1.52,SYNTHETIC_DEMO
2020-05-08,IND_HLD,9,4.64,87.1,3.23,SYNTHETIC_DEMO
2020-05-08,IND_GOP,1,1.11,62.5,0.56,SYNTHETIC_DEMO
2020-05-08,AUS_NEW,6,3.65,84.6,2.47,SYNTHETIC_DEMO
2020-05-08,AUS_HAY,3,1.67,70.7,0.94,SYNTHETIC_DEMO
2020-05-08,IDN_TAB,5,3.31,81.5,2.16,SYNTHETIC_DEMO
2020-05-08,ZAF_RIC,7,2.71,79.4,1.72,SYNTHETIC_DEMO
2020-05-09,IND_VZG,4,2.09,73.8,1.23,SYNTHETIC_DEMO
2020-05-09,IND_PAR,8,3.5,85.6,2.4,SYNTHETIC_DEMO
2020-05-09,IND_GVM,4,1.86,66.2,0.99,SYNTHETIC_DEMO
2020-05-09,IND_DHM,4,2.15,78.9,1.36,SYNTHETIC_DEMO
2020-05-09,IND_HLD,12,4.65,88.5,3.29,SYNTHETIC_DEMO
2020-05-09,IND_GOP,1,1.36,65.0,0.71,SYNTHETIC_DEMO
2020-05-09,AUS_NEW,6,3.59,87.0,2.5,SYNTHETIC_DEMO
2020-05-09,AUS_HAY,5,1.72,74.8,1.03,SYNTHETIC_DEMO
2020-05-09,IDN_TAB,8,2.91,82.7,1.93,SYNTHETIC_DEMO
2020-05-09,ZAF_RIC,3,2.27,79.7,1.45,SYNTHETIC_DEMO
2020-05-10,IND_VZG,3,1.9,72.2,1.1,SYNTHETIC_DEMO
2020-05-10,IND_PAR,5,4.04,85.8,2.77,SYNTHETIC_DEMO
2020-05-10,IND_GVM,1,1.66,66.9,0.89,SYNTHETIC_DEMO
2020-05-10,IND_DHM,3,2.37,75.3,1.43,SYNTHETIC_DEMO
2020-05-10,IND_HLD,9,4.91,89.2,3.5,SYNTHETIC_DEMO
2020-05-10,IND_GOP,2,1.13,66.4,0.6,SYNTHETIC_DEMO
2020-05-10,AUS_NEW,6,2.64,83.2,1.76,SYNTHETIC_DEMO
2020-05-10,AUS_HAY,4,1.15,71.2,0.66,SYNTHETIC_DEMO
2020-05-10,IDN_TAB,3,2.38,77.6,1.48,SYNTHETIC_DEMO
2020-05-10,ZAF_RIC,4,2.59,74.4,1.54,SYNTHETIC_DEMO
2020-05-11,IND_VZG,3,2.08,74.2,1.23,SYNTHETIC_DEMO
2020-05-11,IND_PAR,7,3.68,80.6,2.37,SYNTHETIC_DEMO
2020-05-11,IND_GVM,3,1.11,70.7,0.63,SYNTHETIC_DEMO
2020-05-11,IND_DHM,4,2.16,72.7,1.26,SYNTHETIC_DEMO
2020-05-11,IND_HLD,9,4.38,89.0,3.12,SYNTHETIC_DEMO
2020-05-11,IND_GOP,1,1.48,63.2,0.75,SYNTHETIC_DEMO
2020-05-11,AUS_NEW,5,3.51,87.3,2.45,SYNTHETIC_DEMO
2020-05-11,AUS_HAY,5,2.01,68.3,1.1,SYNTHETIC_DEMO
2020-05-11,IDN_TAB,4,2.86,83.3,1.91,SYNTHETIC_DEMO
2020-05-11,ZAF_RIC,4,2.05,74.2,1.22,SYNTHETIC_DEMO
2020-05-12,IND_VZG,3,1.84,75.6,1.11,SYNTHETIC_DEMO
2020-05-12,IND_PAR,6,3.51,85.1,2.39,SYNTHETIC_DEMO
2020-05-12,IND_GVM,2,1.46,71.6,0.84,SYNTHETIC_DEMO
2020-05-12,IND_DHM,4,2.66,78.8,1.68,SYNTHETIC_DEMO
2020-05-12,IND_HLD,8,4.91,85.2,3.35,SYNTHETIC_DEMO
2020-05-12,IND_GOP,4,1.82,67.5,0.98,SYNTHETIC_DEMO
2020-05-12,AUS_NEW,6,3.53,85.8,2.42,SYNTHETIC_DEMO
2020-05-12,AUS_HAY,3,1.9,72.9,1.11,SYNTHETIC_DEMO
2020-05-12,IDN_TAB,5,2.65,82.0,1.74,SYNTHETIC_DEMO
2020-05-12,ZAF_RIC,6,1.85,74.4,1.1,SYNTHETIC_DEMO
2020-05-13,IND_VZG,4,1.69,76.2,1.03,SYNTHETIC_DEMO
2020-05-13,IND_PAR,6,3.28,84.0,2.2,SYNTHETIC_DEMO
2020-05-13,IND_GVM,2,1.53,67.5,0.83,SYNTHETIC_DEMO
2020-05-13,IND_DHM,4,2.75,76.2,1.68,SYNTHETIC_DEMO
2020-05-13,IND_HLD,10,4.69,88.2,3.31,SYNTHETIC_DEMO
2020-05-13,IND_GOP,1,1.07,64.8,0.55,SYNTHETIC_DEMO
2020-05-13,AUS_NEW,6,3.88,82.1,2.55,SYNTHETIC_DEMO
2020-05-13,AUS_HAY,3,1.85,71.4,1.06,SYNTHETIC_DEMO
2020-05-13,IDN_TAB,4,3.1,77.2,1.91,SYNTHETIC_DEMO
2020-05-13,ZAF_RIC,6,2.81,76.3,1.72,SYNTHETIC_DEMO
2020-05-14,IND_VZG,3,1.88,71.9,1.08,SYNTHETIC_DEMO
2020-05-14,IND_PAR,8,3.87,79.5,2.46,SYNTHETIC_DEMO
2020-05-14,IND_GVM,1,1.49,68.4,0.82,SYNTHETIC_DEMO
2020-05-14,IND_DHM,6,2.55,78.7,1.61,SYNTHETIC_DEMO
2020-05-14,IND_HLD,8,4.66,87.1,3.25,SYNTHETIC_DEMO
2020-05-14,IND_GOP,1,1.35,62.8,0.68,SYNTHETIC_DEMO
2020-05-14,AUS_NEW,6,2.97,85.2,2.02,SYNTHETIC_DEMO
2020-05-14,AUS_HAY,3,1.59,70.9,0.9,SYNTHETIC_DEMO
2020-05-14,IDN_TAB,3,3.23,75.8,1.96,SYNTHETIC_DEMO
2020-05-14,ZAF_RIC,2,2.35,75.0,1.41,SYNTHETIC_DEMO
2020-05-15,IND_VZG,3,1.72,75.0,1.03,SYNTHETIC_DEMO
2020-05-15,IND_PAR,7,3.06,85.1,2.08,SYNTHETIC_DEMO
2020-05-15,IND_GVM,3,1.75,68.3,0.96,SYNTHETIC_DEMO
2020-05-15,IND_DHM,5,1.8,76.6,1.1,SYNTHETIC_DEMO
2020-05-15,IND_HLD,9,5.07,87.3,3.54,SYNTHETIC_DEMO
2020-05-15,IND_GOP,2,1.05,64.9,0.55,SYNTHETIC_DEMO
2020-05-15,AUS_NEW,6,2.95,87.4,2.06,SYNTHETIC_DEMO
2020-05-15,AUS_HAY,1,1.7,71.6,0.97,SYNTHETIC_DEMO
2020-05-15,IDN_TAB,6,2.79,80.0,1.79,SYNTHETIC_DEMO
2020-05-15,ZAF_RIC,5,1.78,77.1,1.1,SYNTHETIC_DEMO
2020-05-16,IND_VZG,3,1.61,72.4,0.93,SYNTHETIC_DEMO
2020-05-16,IND_PAR,6,3.61,81.5,2.35,SYNTHETIC_DEMO
2020-05-16,IND_GVM,3,1.81,69.6,1.01,SYNTHETIC_DEMO
2020-05-16,IND_DHM,5,1.92,77.6,1.19,SYNTHETIC_DEMO
2020-05-16,IND_HLD,11,4.33,84.0,2.91,SYNTHETIC_DEMO
2020-05-16,IND_GOP,2,1.14,63.9,0.58,SYNTHETIC_DEMO
2020-05-16,AUS_NEW,6,3.32,83.6,2.22,SYNTHETIC_DEMO
2020-05-16,AUS_HAY,3,1.49,70.8,0.84,SYNTHETIC_DEMO
2020-05-16,IDN_TAB,7,2.26,77.4,1.4,SYNTHETIC_DEMO
2020-05-16,ZAF_RIC,5,2.4,72.6,1.39,SYNTHETIC_DEMO
2020-05-17,IND_VZG,2,1.91,74.2,1.13,SYNTHETIC_DEMO
2020-05-17,IND_PAR,5,3.73,83.9,2.5,SYNTHETIC_DEMO
2020-05-17,IND_GVM,1,1.49,70.3,0.84,SYNTHETIC_DEMO
2020-05-17,IND_DHM,5,2.45,77.6,1.52,SYNTHETIC_DEMO
2020-05-17,IND_HLD,9,4.63,86.7,3.21,SYNTHETIC_DEMO
2020-05-17,IND_GOP,2,1.17,63.0,0.59,SYNTHETIC_DEMO
