date,port,wind_speed_kmh,wave_height_m,rainfall_mm,cyclone_alert_level,source
2020-10-19,IND_PAR,29.9,2.37,21.3,Watch,SYNTHETIC_DEMO
2020-10-19,IND_GVM,26.4,3.01,13.4,Watch,SYNTHETIC_DEMO
2020-10-19,IND_DHM,32.5,2.63,15.7,Watch,SYNTHETIC_DEMO
2020-10-19,IND_HLD,31.1,2.47,12.8,Watch,SYNTHETIC_DEMO
2020-10-19,IND_GOP,27.6,2.19,16.1,Watch,SYNTHETIC_DEMO
2020-10-19,AUS_NEW,36.0,2.22,11.8,Warning,SYNTHETIC_DEMO
2020-10-19,AUS_HAY,31.1,2.51,11.6,Watch,SYNTHETIC_DEMO
2020-10-19,IDN_TAB,24.6,2.32,17.1,Watch,SYNTHETIC_DEMO
2020-10-19,ZAF_RIC,25.3,2.23,14.8,Watch,SYNTHETIC_DEMO
2020-10-20,IND_VZG,29.3,2.4,14.1,Watch,SYNTHETIC_DEMO
2020-10-20,IND_PAR,32.5,1.92,12.5,Watch,SYNTHETIC_DEMO
2020-10-20,IND_GVM,20.9,2.18,13.7,Watch,SYNTHETIC_DEMO
2020-10-20,IND_DHM,26.1,2.43,15.5,Watch,SYNTHETIC_DEMO
2020-10-20,IND_HLD,25.5,2.27,13.5,Watch,SYNTHETIC_DEMO
2020-10-20,IND_GOP,27.9,2.96,10.2,Watch,SYNTHETIC_DEMO
2020-10-20,AUS_NEW,29.8,2.75,15.0,Watch,SYNTHETIC_DEMO
2020-10-20,AUS_HAY,23.3,2.93,10.4,Watch,SYNTHETIC_DEMO
2020-10-20,IDN_TAB,29.8,2.24,10.6,Watch,SYNTHETIC_DEMO
2020-10-20,ZAF_RIC,27.4,2.46,11.5,Watch,SYNTHETIC_DEMO
2020-10-21,IND_VZG,28.9,2.78,11.1,Watch,SYNTHETIC_DEMO
2020-10-21,IND_PAR,28.7,2.73,14.5,Watch,SYNTHETIC_DEMO
2020-10-21,IND_GVM,24.8,2.57,22.9,Watch,SYNTHETIC_DEMO
2020-10-21,IND_DHM,28.6,2.34,10.8,Watch,SYNTHETIC_DEMO
2020-10-21,IND_HLD,23.9,2.67,19.1,Watch,SYNTHETIC_DEMO
2020-10-21,IND_GOP,25.1,2.37,12.2,Watch,SYNTHETIC_DEMO
2020-10-21,AUS_NEW,26.8,2.1,27.7,Watch,SYNTHETIC_DEMO
2020-10-21,AUS_HAY,21.5,2.93,25.2,Watch,SYNTHETIC_DEMO
2020-10-21,IDN_TAB,30.8,2.28,10.4,Watch,SYNTHETIC_DEMO
2020-10-21,ZAF_RIC,27.7,2.26,20.9,Watch,SYNTHETIC_DEMO
2020-10-22,IND_VZG,33.5,2.3,12.9,Watch,SYNTHETIC_DEMO
2020-10-22,IND_PAR,26.2,2.36,17.0,Watch,SYNTHETIC_DEMO
2020-10-22,IND_GVM,26.5,2.36,13.3,Watch,SYNTHETIC_DEMO
2020-10-22,IND_DHM,32.6,2.56,15.1,Watch,SYNTHETIC_DEMO
2020-10-22,IND_HLD,30.0,2.19,14.5,Watch,SYNTHETIC_DEMO
2020-10-22,IND_GOP,29.5,2.2,11.6,Watch,SYNTHETIC_DEMO
2020-10-22,AUS_NEW,25.0,2.1,12.8,Watch,SYNTHETIC_DEMO
2020-10-22,AUS_HAY,25.1,2.65,13.5,Watch,SYNTHETIC_DEMO
2020-10-22,IDN_TAB,31.8,2.64,20.8,Watch,SYNTHETIC_DEMO
2020-10-22,ZAF_RIC,28.6,2.51,12.8,Watch,SYNTHETIC_DEMO
2020-10-23,IND_VZG,29.7,2.36,15.0,Watch,SYNTHETIC_DEMO
2020-10-23,IND_PAR,17.0,2.22,10.5,Watch,SYNTHETIC_DEMO
2020-10-23,IND_GVM,34.1,2.31,13.5,Watch,SYNTHETIC_DEMO
2020-10-23,IND_DHM,30.5,2.45,10.2,Watch,SYNTHETIC_DEMO
2020-10-23,IND_HLD,24.2,1.85,12.6,Watch,SYNTHETIC_DEMO
2020-10-23,IND_GOP,22.6,2.69,13.7,Watch,SYNTHETIC_DEMO
2020-10-23,AUS_NEW,32.8,3.02,12.4,Watch,SYNTHETIC_DEMO
2020-10-23,AUS_HAY,31.5,2.69,10.2,Watch,SYNTHETIC_DEMO
2020-10-23,IDN_TAB,28.9,2.06,13.2,Watch,SYNTHETIC_DEMO
2020-10-23,ZAF_RIC,26.6,2.67,10.4,Watch,SYNTHETIC_DEMO
2020-10-24,IND_VZG,28.5,2.11,11.8,Watch,SYNTHETIC_DEMO
2020-10-24,IND_PAR,26.2,1.82,12.1,Watch,SYNTHETIC_DEMO
2020-10-24,IND_GVM,27.4,2.68,11.6,Watch,SYNTHETIC_DEMO
2020-10-24,IND_DHM,19.2,2.26,16.6,Watch,SYNTHETIC_DEMO
2020-10-24,IND_HLD,29.1,2.31,11.6,Watch,SYNTHETIC_DEMO
2020-10-24,IND_GOP,28.4,2.5,12.2,Watch,SYNTHETIC_DEMO
2020-10-24,AUS_NEW,31.5,2.41,10.1,Watch,SYNTHETIC_DEMO
2020-10-24,AUS_HAY,38.6,2.37,11.7,Warning,SYNTHETIC_DEMO
2020-10-24,IDN_TAB,25.0,2.3,10.0,Watch,SYNTHETIC_DEMO
2020-10-24,ZAF_RIC,26.6,2.72,24.5,Watch,SYNTHETIC_DEMO
2020-10-25,IND_VZG,29.7,2.72,15.1,Watch,SYNTHETIC_DEMO
2020-10-25,IND_PAR,28.8,2.18,12.8,Watch,SYNTHETIC_DEMO
2020-10-25,IND_GVM,24.2,2.49,10.3,Watch,SYNTHETIC_DEMO
2020-10-25,IND_DHM,19.0,1.84,12.0,Watch,SYNTHETIC_DEMO
2020-10-25,IND_HLD,24.9,2.19,16.4,Watch,SYNTHETIC_DEMO
2020-10-25,IND_GOP,22.0,2.29,12.0,Watch,SYNTHETIC_DEMO
2020-10-25,AUS_NEW,27.0,2.32,27.2,Watch,SYNTHETIC_DEMO
2020-10-25,AUS_HAY,27.5,2.72,18.0,Watch,SYNTHETIC_DEMO
2020-10-25,IDN_TAB,33.5,1.54,10.4,Watch,SYNTHETIC_DEMO
2020-10-25,ZAF_RIC,27.0,2.34,13.0,Watch,SYNTHETIC_DEMO
2020-10-26,IND_VZG,27.5,2.33,10.8,Watch,SYNTHETIC_DEMO
2020-10-26,IND_PAR,22.2,2.86,10.9,Watch,SYNTHETIC_DEMO
2020-10-26,IND_GVM,36.9,2.35,13.4,Warning,SYNTHETIC_DEMO
2020-10-26,IND_DHM,32.5,1.98,11.2,Watch,SYNTHETIC_DEMO
2020-10-26,IND_HLD,24.4,2.63,18.6,Watch,SYNTHETIC_DEMO
2020-10-26,IND_GOP,30.6,2.09,18.6,Watch,SYNTHETIC_DEMO
2020-10-26,AUS_NEW,26.5,2.2,10.2,Watch,SYNTHETIC_DEMO
2020-10-26,AUS_HAY,30.1,2.99,13.9,Watch,SYNTHETIC_DEMO
2020-10-26,IDN_TAB,30.5,2.63,10.3,Watch,SYNTHETIC_DEMO
2020-10-26,ZAF_RIC,33.5,1.97,19.5,Watch,SYNTHETIC_DEMO
2020-10-27,IND_VZG,29.0,2.56,25.1,Watch,SYNTHETIC_DEMO
2020-10-27,IND_PAR,30.4,2.39,24.1,Watch,SYNTHETIC_DEMO
2020-10-27,IND_GVM,28.8,2.17,14.8,Watch,SYNTHETIC_DEMO
2020-10-27,IND_DHM,27.3,2.29,16.5,Watch,SYNTHETIC_DEMO
2020-10-27,IND_HLD,28.7,2.25,18.2,Watch,SYNTHETIC_DEMO
2020-10-27,IND_GOP,26.9,2.24,11.6,Watch,SYNTHETIC_DEMO
2020-10-27,AUS_NEW,31.3,2.48,22.2,Watch,SYNTHETIC_DEMO
2020-10-27,AUS_HAY,22.3,2.2,12.0,Watch,SYNTHETIC_DEMO
2020-10-27,IDN_TAB,31.7,2.27,21.2,Watch,SYNTHETIC_DEMO
2020-10-27,ZAF_RIC,31.3,2.45,16.2,Watch,SYNTHETIC_DEMO
2020-10-28,IND_VZG,34.1,2.44,13.7,Watch,SYNTHETIC_DEMO
2020-10-28,IND_PAR,22.5,2.58,10.2,Watch,SYNTHETIC_DEMO
2020-10-28,IND_GVM,25.2,2.51,13.0,Watch,SYNTHETIC_DEMO
2020-10-28,IND_DHM,26.1,1.79,14.8,Watch,SYNTHETIC_DEMO
2020-10-28,IND_HLD,34.3,2.35,12.9,Watch,SYNTHETIC_DEMO
2020-10-28,IND_GOP,31.9,2.35,10.2,Watch,SYNTHETIC_DEMO
2020-10-28,AUS_NEW,26.3,2.54,10.3,Watch,SYNTHETIC_DEMO
2020-10-28,AUS_HAY,24.0,2.39,10.2,Watch,SYNTHETIC_DEMO
2020-10-28,IDN_TAB,26.4,2.64,10.2,Watch,SYNTHETIC_DEMO
2020-10-28,ZAF_RIC,28.2,2.77,10.3,Watch,SYNTHETIC_DEMO
2020-10-29,IND_VZG,24.3,2.5,10.9,Watch,SYNTHETIC_DEMO
2020-10-29,IND_PAR,30.1,2.31,12.3,Watch,SYNTHETIC_DEMO
2020-10-29,IND_GVM,29.6,3.1,16.9,Watch,SYNTHETIC_DEMO
2020-10-29,IND_DHM,31.9,2.51,15.2,Watch,SYNTHETIC_DEMO
2020-10-29,IND_HLD,31.9,2.28,12.6,Watch,SYNTHETIC_DEMO
2020-10-29,IND_GOP,24.3,2.14,18.0,Watch,SYNTHETIC_DEMO
2020-10-29,AUS_NEW,28.2,2.81,13.6,Watch,SYNTHETIC_DEMO
2020-10-29,AUS_HAY,26.2,2.59,11.4,Watch,SYNTHETIC_DEMO
2020-10-29,IDN_TAB,26.8,2.43,15.9,Watch,SYNTHETIC_DEMO
2020-10-29,ZAF_RIC,30.7,2.04,11.7,Watch,SYNTHETIC_DEMO
2020-10-30,IND_VZG,20.0,2.15,11.6,Watch,SYNTHETIC_DEMO
2020-10-30,IND_PAR,25.3,2.76,19.5,Watch,SYNTHETIC_DEMO
2020-10-30,IND_GVM,26.5,2.32,16.3,Watch,SYNTHETIC_DEMO
2020-10-30,IND_DHM,36.2,2.46,20.1,Warning,SYNTHETIC_DEMO
2020-10-30,IND_HLD,30.5,2.23,12.8,Watch,SYNTHETIC_DEMO
2020-10-30,IND_GOP,23.3,2.55,14.2,Watch,SYNTHETIC_DEMO
2020-10-30,AUS_NEW,22.2,2.72,11.9,Watch,SYNTHETIC_DEMO
2020-10-30,AUS_HAY,29.7,1.69,13.8,Watch,SYNTHETIC_DEMO
2020-10-30,IDN_TAB,31.0,2.24,10.6,Watch,SYNTHETIC_DEMO
2020-10-30,ZAF_RIC,26.4,2.33,22.4,Watch,SYNTHETIC_DEMO
2020-10-31,IND_VZG,32.6,2.3,12.7,Watch,SYNTHETIC_DEMO
2020-10-31,IND_PAR,20.8,2.29,10.2,Watch,SYNTHETIC_DEMO
2020-10-31,IND_GVM,34.0,2.56,13.1,Watch,SYNTHETIC_DEMO
2020-10-31,IND_DHM,29.4,2.12,15.3,Watch,SYNTHETIC_DEMO
2020-10-31,IND_HLD,36.9,2.7,18.0,Warning,SYNTHETIC_DEMO
2020-10-31,IND_GOP,34.7,1.77,13.0,Watch,SYNTHETIC_DEMO
2020-10-31,AUS_NEW,23.7,1.64,41.6,Watch,SYNTHETIC_DEMO
2020-10-31,AUS_HAY,21.7,2.62,48.5,Watch,SYNTHETIC_DEMO
2020-10-31,IDN_TAB,24.4,1.8,17.3,Watch,SYNTHETIC_DEMO
2020-10-31,ZAF_RIC,27.4,2.25,12.4,Watch,SYNTHETIC_DEMO
2020-11-01,IND_VZG,29.0,2.59,11.0,Watch,SYNTHETIC_DEMO
2020-11-01,IND_PAR,31.9,2.43,11.3,Watch,SYNTHETIC_DEMO
2020-11-01,IND_GVM,25.4,2.02,12.8,Watch,SYNTHETIC_DEMO
2020-11-01,IND_DHM,33.8,1.89,19.9,Watch,SYNTHETIC_DEMO
2020-11-01,IND_HLD,25.8,2.37,10.4,Watch,SYNTHETIC_DEMO
2020-11-01,IND_GOP,28.9,2.66,10.6,Watch,SYNTHETIC_DEMO
2020-11-01,AUS_NEW,29.0,2.27,12.4,Watch,SYNTHETIC_DEMO
2020-11-01,AUS_HAY,21.8,2.53,10.1,Watch,SYNTHETIC_DEMO
2020-11-01,IDN_TAB,24.9,2.58,11.8,Watch,SYNTHETIC_DEMO
2020-11-01,ZAF_RIC,23.1,3.02,21.7,Watch,SYNTHETIC_DEMO
2020-11-02,IND_VZG,28.0,2.44,12.8,Watch,SYNTHETIC_DEMO
2020-11-02,IND_PAR,30.1,2.46,12.4,Watch,SYNTHETIC_DEMO
2020-11-02,IND_GVM,30.0,1.79,13.9,Watch,SYNTHETIC_DEMO
2020-11-02,IND_DHM,26.4,2.36,12.0,Watch,SYNTHETIC_DEMO
2020-11-02,IND_HLD,28.0,2.16,15.1,Watch,SYNTHETIC_DEMO
2020-11-02,IND_GOP,27.3,2.23,39.3,Watch,SYNTHETIC_DEMO
2020-11-02,AUS_NEW,22.9,2.49,13.1,Watch,SYNTHETIC_DEMO
2020-11-02,AUS_HAY,31.1,2.48,16.3,Watch,SYNTHETIC_DEMO
2020-11-02,IDN_TAB,35.4,2.38,10.3,Warning,SYNTHETIC_DEMO
2020-11-02,ZAF_RIC,35.0,2.72,10.4,Watch,SYNTHETIC_DEMO
2020-11-03,IND_VZG,29.0,2.08,19.9,Watch,SYNTHETIC_DEMO
2020-11-03,IND_PAR,26.9,2.78,17.9,Watch,SYNTHETIC_DEMO
2020-11-03,IND_GVM,19.2,2.28,13.4,Watch,SYNTHETIC_DEMO
2020-11-03,IND_DHM,30.3,2.78,24.1,Watch,SYNTHETIC_DEMO
2020-11-03,IND_HLD,33.7,2.09,11.8,Watch,SYNTHETIC_DEMO
2020-11-03,IND_GOP,22.3,2.06,14.6,Watch,SYNTHETIC_DEMO
2020-11-03,AUS_NEW,31.3,2.36,10.4,Watch,SYNTHETIC_DEMO
2020-11-03,AUS_HAY,30.8,2.17,17.9,Watch,SYNTHETIC_DEMO
2020-11-03,IDN_TAB,26.2,2.26,16.4,Watch,SYNTHETIC_DEMO
2020-11-03,ZAF_RIC,28.9,2.53,20.8,Watch,SYNTHETIC_DEMO
2020-11-04,IND_VZG,31.6,1.95,29.3,Watch,SYNTHETIC_DEMO
2020-11-04,IND_PAR,26.5,2.56,23.4,Watch,SYNTHETIC_DEMO
2020-11-04,IND_GVM,30.4,2.26,14.9,Watch,SYNTHETIC_DEMO
2020-11-04,IND_DHM,28.1,2.4,11.4,Watch,SYNTHETIC_DEMO
2020-11-04,IND_HLD,28.0,2.87,13.7,Watch,SYNTHETIC_DEMO
2020-11-04,IND_GOP,27.0,2.71,16.2,Watch,SYNTHETIC_DEMO
2020-11-04,AUS_NEW,26.7,2.65,10.9,Watch,SYNTHETIC_DEMO
2020-11-04,AUS_HAY,22.5,2.6,15.0,Watch,SYNTHETIC_DEMO
2020-11-04,IDN_TAB,26.5,1.87,10.2,Watch,SYNTHETIC_DEMO
2020-11-04,ZAF_RIC,25.5,2.68,24.8,Watch,SYNTHETIC_DEMO
2020-11-05,IND_VZG,29.8,2.22,10.6,Watch,SYNTHETIC_DEMO
2020-11-05,IND_PAR,30.9,2.33,24.0,Watch,SYNTHETIC_DEMO
2020-11-05,IND_GVM,30.4,2.81,12.4,Watch,SYNTHETIC_DEMO
2020-11-05,IND_DHM,26.0,2.55,13.1,Watch,SYNTHETIC_DEMO
2020-11-05,IND_HLD,21.8,2.62,20.7,Watch,SYNTHETIC_DEMO
2020-11-05,IND_GOP,27.7,2.35,44.2,Watch,SYNTHETIC_DEMO
2020-11-05,AUS_NEW,30.5,2.0,10.1,Watch,SYNTHETIC_DEMO
2020-11-05,AUS_HAY,26.9,2.74,11.1,Watch,SYNTHETIC_DEMO
2020-11-05,IDN_TAB,26.4,2.66,18.6,Watch,SYNTHETIC_DEMO
2020-11-05,ZAF_RIC,30.4,2.51,13.1,Watch,SYNTHETIC_DEMO
2020-11-06,IND_VZG,31.7,2.08,10.5,Watch,SYNTHETIC_DEMO
2020-11-06,IND_PAR,29.3,2.29,15.8,Watch,SYNTHETIC_DEMO
2020-11-06,IND_GVM,30.7,2.17,12.2,Watch,SYNTHETIC_DEMO
2020-11-06,IND_DHM,25.0,2.25,18.3,Watch,SYNTHETIC_DEMO
2020-11-06,IND_HLD,22.8,2.54,10.1,Watch,SYNTHETIC_DEMO
2020-11-06,IND_GOP,25.6,2.38,11.4,Watch,SYNTHETIC_DEMO
2020-11-06,AUS_NEW,24.9,2.71,10.7,Watch,SYNTHETIC_DEMO
2020-11-06,AUS_HAY,19.1,2.15,13.2,Watch,SYNTHETIC_DEMO
2020-11-06,IDN_TAB,32.6,2.53,11.5,Watch,SYNTHETIC_DEMO
2020-11-06,ZAF_RIC,26.8,2.69,12.1,Watch,SYNTHETIC_DEMO
2020-11-07,IND_VZG,23.7,2.45,11.5,Watch,SYNTHETIC_DEMO
2020-11-07,IND_PAR,27.5,2.42,14.5,Watch,SYNTHETIC_DEMO
2020-11-07,IND_GVM,30.0,2.22,14.1,Watch,SYNTHETIC_DEMO
2020-11-07,IND_DHM,22.1,2.74,17.8,Watch,SYNTHETIC_DEMO
2020-11-07,IND_HLD,30.4,2.64,14.4,Watch,SYNTHETIC_DEMO
2020-11-07,IND_GOP,35.8,2.53,10.7,Warning,SYNTHETIC_DEMO
2020-11-07,AUS_NEW,33.0,2.07,12.9,Watch,SYNTHETIC_DEMO
2020-11-07,AUS_HAY,26.8,2.05,12.8,Watch,SYNTHETIC_DEMO
2020-11-07,IDN_TAB,31.5,2.0,18.6,Watch,SYNTHETIC_DEMO
2020-11-07,ZAF_RIC,24.6,2.18,10.9,Watch,SYNTHETIC_DEMO
2020-11-08,IND_VZG,33.8,1.68,12.9,Watch,SYNTHETIC_DEMO
2020-11-08,IND_PAR,24.1,2.26,13.4,Watch,SYNTHETIC_DEMO
2020-11-08,IND_GVM,27.4,2.07,10.7,Watch,SYNTHETIC_DEMO
2020-11-08,IND_DHM,24.4,2.17,14.0,Watch,SYNTHETIC_DEMO
2020-11-08,IND_HLD,30.7,2.22,17.8,Watch,SYNTHETIC_DEMO
2020-11-08,IND_GOP,28.6,2.89,29.6,Watch,SYNTHETIC_DEMO
2020-11-08,AUS_NEW,32.6,2.68,10.6,Watch,SYNTHETIC_DEMO
2020-11-08,AUS_HAY,25.8,2.24,13.9,Watch,SYNTHETIC_DEMO
2020-11-08,IDN_TAB,28.1,2.18,13.5,Watch,SYNTHETIC_DEMO
2020-11-08,ZAF_RIC,30.0,2.09,17.5,Watch,SYNTHETIC_DEMO
2020-11-09,IND_VZG,20.9,3.14,12.3,Watch,SYNTHETIC_DEMO
2020-11-09,IND_PAR,33.8,2.59,17.1,Watch,SYNTHETIC_DEMO
2020-11-09,IND_GVM,26.9,2.13,14.8,Watch,SYNTHETIC_DEMO
2020-11-09,IND_DHM,30.0,2.19,13.3,Watch,SYNTHETIC_DEMO
2020-11-09,IND_HLD,27.7,2.73,16.3,Watch,SYNTHETIC_DEMO
2020-11-09,IND_GOP,27.3,2.39,13.7,Watch,SYNTHETIC_DEMO
2020-11-09,AUS_NEW,29.6,1.85,12.3,Watch,SYNTHETIC_DEMO
2020-11-09,AUS_HAY,29.3,2.08,11.0,Watch,SYNTHETIC_DEMO
2020-11-09,IDN_TAB,23.3,2.25,12.7,Watch,SYNTHETIC_DEMO
2020-11-09,ZAF_RIC,26.0,2.06,14.5,Watch,SYNTHETIC_DEMO
2020-11-10,IND_VZG,29.5,2.11,14.5,Watch,SYNTHETIC_DEMO
2020-11-10,IND_PAR,24.4,2.59,19.9,Watch,SYNTHETIC_DEMO
2020-11-10,IND_GVM,27.9,2.33,10.1,Watch,SYNTHETIC_DEMO
2020-11-10,IND_DHM,29.9,2.29,14.2,Watch,SYNTHETIC_DEMO
2020-11-10,IND_HLD,24.4,2.46,12.9,Watch,SYNTHETIC_DEMO
2020-11-10,IND_GOP,32.2,3.0,18.6,Watch,SYNTHETIC_DEMO
2020-11-10,AUS_NEW,25.5,2.55,13.6,Watch,SYNTHETIC_DEMO
2020-11-10,AUS_HAY,26.4,2.88,17.5,Watch,SYNTHETIC_DEMO
2020-11-10,IDN_TAB,28.8,2.42,14.4,Watch,SYNTHETIC_DEMO
2020-11-10,ZAF_RIC,28.9,2.6,14.6,Watch,SYNTHETIC_DEMO
2020-11-11,IND_VZG,30.0,2.02,14.3,Watch,SYNTHETIC_DEMO
2020-11-11,IND_PAR,33.9,2.41,11.5,Watch,SYNTHETIC_DEMO
2020-11-11,IND_GVM,27.2,2.21,23.9,Watch,SYNTHETIC_DEMO
2020-11-11,IND_DHM,25.8,2.31,16.2,Watch,SYNTHETIC_DEMO
2020-11-11,IND_HLD,29.9,2.32,10.6,Watch,SYNTHETIC_DEMO
2020-11-11,IND_GOP,37.8,2.54,12.8,Warning,SYNTHETIC_DEMO
2020-11-11,AUS_NEW,31.5,2.71,12.7,Watch,SYNTHETIC_DEMO
2020-11-11,AUS_HAY,32.2,2.27,30.0,Watch,SYNTHETIC_DEMO
2020-11-11,IDN_TAB,28.2,2.23,14.8,Watch,SYNTHETIC_DEMO
2020-11-11,ZAF_RIC,26.3,2.25,18.1,Watch,SYNTHETIC_DEMO
2020-11-12,IND_VZG,29.5,2.19,22.3,Watch,SYNTHETIC_DEMO
2020-11-12,IND_PAR,27.0,2.45,13.2,Watch,SYNTHETIC_DEMO
2020-11-12,IND_GVM,23.8,2.52,16.2,Watch,SYNTHETIC_DEMO
2020-11-12,IND_DHM,24.4,2.61,10.5,Watch,SYNTHETIC_DEMO
2020-11-12,IND_HLD,31.1,2.94,19.7,Watch,SYNTHETIC_DEMO
2020-11-12,IND_GOP,26.5,2.09,10.6,Watch,SYNTHETIC_DEMO
2020-11-12,AUS_NEW,30.1,2.75,12.0,Watch,SYNTHETIC_DEMO
2020-11-12,AUS_HAY,31.5,2.25,13.7,Watch,SYNTHETIC_DEMO
2020-11-12,IDN_TAB,34.5,2.46,12.3,Watch,SYNTHETIC_DEMO
2020-11-12,ZAF_RIC,24.0,2.59,12.3,Watch,SYNTHETIC_DEMO
2020-11-13,IND_VZG,28.2,2.43,18.5,Watch,SYNTHETIC_DEMO
2020-11-13,IND_PAR,18.4,2.91,10.6,Watch,SYNTHETIC_DEMO
2020-11-13,IND_GVM,30.3,2.13,15.0,Watch,SYNTHETIC_DEMO
2020-11-13,IND_DHM,32.8,2.21,10.1,Watch,SYNTHETIC_DEMO
2020-11-13,IND_HLD,25.9,2.81,12.1,Watch,SYNTHETIC_DEMO
2020-11-13,IND_GOP,21.7,2.63,12.9,Watch,SYNTHETIC_DEMO
2020-11-13,AUS_NEW,25.2,2.71,10.4,Watch,SYNTHETIC_DEMO
2020-11-13,AUS_HAY,26.1,2.33,13.2,Watch,SYNTHETIC_DEMO
2020-11-13,IDN_TAB,26.5,2.77,13.4,Watch,SYNTHETIC_DEMO
2020-11-13,ZAF_RIC,31.2,2.57,11.8,Watch,SYNTHETIC_DEMO
2020-11-14,IND_VZG,24.8,2.4,16.1,Watch,SYNTHETIC_DEMO
2020-11-14,IND_PAR,22.3,2.38,13.9,Watch,SYNTHETIC_DEMO
2020-11-14,IND_GVM,22.3,2.21,10.7,Watch,SYNTHETIC_DEMO
2020-11-14,IND_DHM,31.2,2.6,13.1,Watch,SYNTHETIC_DEMO
2020-11-14,IND_HLD,28.5,2.45,13.8,Watch,SYNTHETIC_DEMO
2020-11-14,IND_GOP,23.5,2.43,16.0,Watch,SYNTHETIC_DEMO
2020-11-14,AUS_NEW,26.1,2.2,12.3,Watch,SYNTHETIC_DEMO
2020-11-14,AUS_HAY,24.4,2.43,15.8,Watch,SYNTHETIC_DEMO
2020-11-14,IDN_TAB,27.5,2.09,11.3,Watch,SYNTHETIC_DEMO
2020-11-14,ZAF_RIC,25.3,2.21,17.7,Watch,SYNTHETIC_DEMO
2020-11-15,IND_VZG,29.1,2.09,10.0,Watch,SYNTHETIC_DEMO
2020-11-15,IND_PAR,28.8,3.22,13.4,Watch,SYNTHETIC_DEMO
2020-11-15,IND_GVM,24.2,2.52,20.3,Watch,SYNTHETIC_DEMO
2020-11-15,IND_DHM,28.0,2.72,17.2,Watch,SYNTHETIC_DEMO
2020-11-15,IND_HLD,23.4,2.95,13.5,Watch,SYNTHETIC_DEMO
2020-11-15,IND_GOP,25.5,2.3,12.1,Watch,SYNTHETIC_DEMO
2020-11-15,AUS_NEW,27.3,2.14,17.6,Watch,SYNTHETIC_DEMO
2020-11-15,AUS_HAY,23.9,2.73,28.2,Watch,SYNTHETIC_DEMO
2020-11-15,IDN_TAB,21.4,2.14,17.4,Watch,SYNTHETIC_DEMO
2020-11-15,ZAF_RIC,22.9,2.52,10.6,Watch,SYNTHETIC_DEMO
2020-11-16,IND_VZG,31.7,2.65,21.3,Watch,SYNTHETIC_DEMO
2020-11-16,IND_PAR,26.4,2.86,19.8,Watch,SYNTHETIC_DEMO
2020-11-16,IND_GVM,30.5,2.31,16.6,Watch,SYNTHETIC_DEMO
2020-11-16,IND_DHM,27.8,2.39,20.0,Watch,SYNTHETIC_DEMO
2020-11-16,IND_HLD,28.0,2.54,11.4,Watch,SYNTHETIC_DEMO
2020-11-16,IND_GOP,22.6,2.04,19.0,Watch,SYNTHETIC_DEMO
2020-11-16,AUS_NEW,26.4,2.74,12.2,Watch,SYNTHETIC_DEMO
2020-11-16,AUS_HAY,20.6,1.74,19.9,Watch,SYNTHETIC_DEMO
2020-11-16,IDN_TAB,28.3,2.19,13.2,Watch,SYNTHETIC_DEMO
2020-11-16,ZAF_RIC,25.7,2.21,15.7,Watch,SYNTHETIC_DEMO
2020-11-17,IND_VZG,22.2,2.73,10.9,Watch,SYNTHETIC_DEMO
2020-11-17,IND_PAR,27.9,2.17,12.9,Watch,SYNTHETIC_DEMO
2020-11-17,IND_GVM,24.3,2.72,14.1,Watch,SYNTHETIC_DEMO
2020-11-17,IND_DHM,32.2,2.48,10.9,Watch,SYNTHETIC_DEMO
2020-11-17,IND_HLD,28.3,2.87,11.0,Watch,SYNTHETIC_DEMO
2020-11-17,IND_GOP,28.2,2.03,24.3,Watch,SYNTHETIC_DEMO
2020-11-17,AUS_NEW,29.8,2.52,12.9,Watch,SYNTHETIC_DEMO
2020-11-17,AUS_HAY,30.8,2.79,18.6,Watch,SYNTHETIC_DEMO
2020-11-17,IDN_TAB,26.2,2.14,10.1,Watch,SYNTHETIC_DEMO
2020-11-17,ZAF_RIC,25.7,2.49,15.7,Watch,SYNTHETIC_DEMO
2020-11-18,IND_VZG,32.7,2.25,12.7,Watch,SYNTHETIC_DEMO
2020-11-18,IND_PAR,31.1,2.64,18.9,Watch,SYNTHETIC_DEMO
2020-11-18,IND_GVM,30.1,2.12,12.3,Watch,SYNTHETIC_DEMO
2020-11-18,IND_DHM,31.1,1.71,14.3,Watch,SYNTHETIC_DEMO
2020-11-18,IND_HLD,32.6,2.63,26.2,Watch,SYNTHETIC_DEMO
2020-11-18,IND_GOP,24.5,2.2,18.7,Watch,SYNTHETIC_DEMO
2020-11-18,AUS_NEW,20.4,2.38,30.3,Watch,SYNTHETIC_DEMO
2020-11-18,AUS_HAY,32.3,2.22,16.3,Watch,SYNTHETIC_DEMO
2020-11-18,IDN_TAB,29.5,2.46,19.8,Watch,SYNTHETIC_DEMO
2020-11-18,ZAF_RIC,26.1,2.05,13.2,Watch,SYNTHETIC_DEMO
2020-11-19,IND_VZG,31.7,2.16,16.9,Watch,SYNTHETIC_DEMO
2020-11-19,IND_PAR,37.3,2.51,14.8,Warning,SYNTHETIC_DEMO
2020-11-19,IND_GVM,29.5,2.53,13.7,Watch,SYNTHETIC_DEMO
2020-11-19,IND_DHM,30.2,2.94,18.2,Watch,SYNTHETIC_DEMO
