date,location,fuel_type,price_usd_mt,source
2019-11-04,SGP_SIN,VLSFO,564.64,SYNTHETIC_DEMO
2019-11-04,SGP_SIN,MGO,727.14,SYNTHETIC_DEMO
2019-11-04,LKA_CMB,VLSFO,578.76,SYNTHETIC_DEMO
2019-11-04,LKA_CMB,MGO,745.32,SYNTHETIC_DEMO
2019-11-04,ARE_FUJ,VLSFO,558.99,SYNTHETIC_DEMO
2019-11-04,ARE_FUJ,MGO,719.87,SYNTHETIC_DEMO
2019-11-05,SGP_SIN,VLSFO,563.5,SYNTHETIC_DEMO
2019-11-05,SGP_SIN,MGO,700.75,SYNTHETIC_DEMO
2019-11-05,LKA_CMB,VLSFO,577.59,SYNTHETIC_DEMO
2019-11-05,LKA_CMB,MGO,718.27,SYNTHETIC_DEMO
2019-11-05,ARE_FUJ,VLSFO,557.86,SYNTHETIC_DEMO
2019-11-05,ARE_FUJ,MGO,693.74,SYNTHETIC_DEMO
2019-11-06,SGP_SIN,VLSFO,565.72,SYNTHETIC_DEMO
2019-11-06,SGP_SIN,MGO,714.92,SYNTHETIC_DEMO
2019-11-06,LKA_CMB,VLSFO,579.86,SYNTHETIC_DEMO
2019-11-06,LKA_CMB,MGO,732.8,SYNTHETIC_DEMO
2019-11-06,ARE_FUJ,VLSFO,560.06,SYNTHETIC_DEMO
2019-11-06,ARE_FUJ,MGO,707.77,SYNTHETIC_DEMO
2019-11-07,SGP_SIN,VLSFO,571.96,SYNTHETIC_DEMO
2019-11-07,SGP_SIN,MGO,731.31,SYNTHETIC_DEMO
2019-11-07,LKA_CMB,VLSFO,586.26,SYNTHETIC_DEMO
2019-11-07,LKA_CMB,MGO,749.59,SYNTHETIC_DEMO
2019-11-07,ARE_FUJ,VLSFO,566.24,SYNTHETIC_DEMO
2019-11-07,ARE_FUJ,MGO,723.99,SYNTHETIC_DEMO
2019-11-08,SGP_SIN,VLSFO,570.4,SYNTHETIC_DEMO
2019-11-08,SGP_SIN,MGO,727.27,SYNTHETIC_DEMO
2019-11-08,LKA_CMB,VLSFO,584.66,SYNTHETIC_DEMO
2019-11-08,LKA_CMB,MGO,745.45,SYNTHETIC_DEMO
2019-11-08,ARE_FUJ,VLSFO,564.7,SYNTHETIC_DEMO
2019-11-08,ARE_FUJ,MGO,720.0,SYNTHETIC_DEMO
2019-11-09,SGP_SIN,VLSFO,573.75,SYNTHETIC_DEMO
2019-11-09,SGP_SIN,MGO,722.54,SYNTHETIC_DEMO
2019-11-09,LKA_CMB,VLSFO,588.09,SYNTHETIC_DEMO
2019-11-09,LKA_CMB,MGO,740.6,SYNTHETIC_DEMO
2019-11-09,ARE_FUJ,VLSFO,568.01,SYNTHETIC_DEMO
2019-11-09,ARE_FUJ,MGO,715.31,SYNTHETIC_DEMO
2019-11-10,SGP_SIN,VLSFO,569.05,SYNTHETIC_DEMO
2019-11-10,SGP_SIN,MGO,715.49,SYNTHETIC_DEMO
2019-11-10,LKA_CMB,VLSFO,583.28,SYNTHETIC_DEMO
2019-11-10,LKA_CMB,MGO,733.38,SYNTHETIC_DEMO
2019-11-10,ARE_FUJ,VLSFO,563.36,SYNTHETIC_DEMO
2019-11-10,ARE_FUJ,MGO,708.34,SYNTHETIC_DEMO
2019-11-11,SGP_SIN,VLSFO,563.42,SYNTHETIC_DEMO
2019-11-11,SGP_SIN,MGO,718.26,SYNTHETIC_DEMO
2019-11-11,LKA_CMB,VLSFO,577.51,SYNTHETIC_DEMO
2019-11-11,LKA_CMB,MGO,736.22,SYNTHETIC_DEMO
2019-11-11,ARE_FUJ,VLSFO,557.79,SYNTHETIC_DEMO
2019-11-11,ARE_FUJ,MGO,711.08,SYNTHETIC_DEMO
2019-11-12,SGP_SIN,VLSFO,565.58,SYNTHETIC_DEMO
2019-11-12,SGP_SIN,MGO,725.49,SYNTHETIC_DEMO
2019-11-12,LKA_CMB,VLSFO,579.72,SYNTHETIC_DEMO
2019-11-12,LKA_CMB,MGO,743.62,SYNTHETIC_DEMO
2019-11-12,ARE_FUJ,VLSFO,559.93,SYNTHETIC_DEMO
2019-11-12,ARE_FUJ,MGO,718.23,SYNTHETIC_DEMO
2019-11-13,SGP_SIN,VLSFO,575.79,SYNTHETIC_DEMO
2019-11-13,SGP_SIN,MGO,738.1,SYNTHETIC_DEMO
2019-11-13,LKA_CMB,VLSFO,590.19,SYNTHETIC_DEMO
2019-11-13,LKA_CMB,MGO,756.55,SYNTHETIC_DEMO
2019-11-13,ARE_FUJ,VLSFO,570.03,SYNTHETIC_DEMO
2019-11-13,ARE_FUJ,MGO,730.72,SYNTHETIC_DEMO
2019-11-14,SGP_SIN,VLSFO,576.51,SYNTHETIC_DEMO
2019-11-14,SGP_SIN,MGO,742.42,SYNTHETIC_DEMO
2019-11-14,LKA_CMB,VLSFO,590.92,SYNTHETIC_DEMO
2019-11-14,LKA_CMB,MGO,760.98,SYNTHETIC_DEMO
2019-11-14,ARE_FUJ,VLSFO,570.75,SYNTHETIC_DEMO
2019-11-14,ARE_FUJ,MGO,734.99,SYNTHETIC_DEMO
2019-11-15,SGP_SIN,VLSFO,577.32,SYNTHETIC_DEMO
2019-11-15,SGP_SIN,MGO,750.08,SYNTHETIC_DEMO
2019-11-15,LKA_CMB,VLSFO,591.75,SYNTHETIC_DEMO
2019-11-15,LKA_CMB,MGO,768.84,SYNTHETIC_DEMO
2019-11-15,ARE_FUJ,VLSFO,571.55,SYNTHETIC_DEMO
2019-11-15,ARE_FUJ,MGO,742.58,SYNTHETIC_DEMO
2019-11-16,SGP_SIN,VLSFO,579.82,SYNTHETIC_DEMO
2019-11-16,SGP_SIN,MGO,734.87,SYNTHETIC_DEMO
2019-11-16,LKA_CMB,VLSFO,594.32,SYNTHETIC_DEMO
2019-11-16,LKA_CMB,MGO,753.24,SYNTHETIC_DEMO
2019-11-16,ARE_FUJ,VLSFO,574.02,SYNTHETIC_DEMO
2019-11-16,ARE_FUJ,MGO,727.52,SYNTHETIC_DEMO
2019-11-17,SGP_SIN,VLSFO,590.64,SYNTHETIC_DEMO
2019-11-17,SGP_SIN,MGO,754.2,SYNTHETIC_DEMO
2019-11-17,LKA_CMB,VLSFO,605.41,SYNTHETIC_DEMO
2019-11-17,LKA_CMB,MGO,773.06,SYNTHETIC_DEMO
2019-11-17,ARE_FUJ,VLSFO,584.73,SYNTHETIC_DEMO
2019-11-17,ARE_FUJ,MGO,746.66,SYNTHETIC_DEMO
2019-11-18,SGP_SIN,VLSFO,584.34,SYNTHETIC_DEMO
2019-11-18,SGP_SIN,MGO,748.3,SYNTHETIC_DEMO
2019-11-18,LKA_CMB,VLSFO,598.94,SYNTHETIC_DEMO
2019-11-18,LKA_CMB,MGO,767.01,SYNTHETIC_DEMO
2019-11-18,ARE_FUJ,VLSFO,578.49,SYNTHETIC_DEMO
2019-11-18,ARE_FUJ,MGO,740.82,SYNTHETIC_DEMO
2019-11-19,SGP_SIN,VLSFO,579.34,SYNTHETIC_DEMO
2019-11-19,SGP_SIN,MGO,740.12,SYNTHETIC_DEMO
2019-11-19,LKA_CMB,VLSFO,593.83,SYNTHETIC_DEMO
2019-11-19,LKA_CMB,MGO,758.62,SYNTHETIC_DEMO
2019-11-19,ARE_FUJ,VLSFO,573.55,SYNTHETIC_DEMO
2019-11-19,ARE_FUJ,MGO,732.71,SYNTHETIC_DEMO
2019-11-20,SGP_SIN,VLSFO,561.33,SYNTHETIC_DEMO
2019-11-20,SGP_SIN,MGO,714.69,SYNTHETIC_DEMO
2019-11-20,LKA_CMB,VLSFO,575.36,SYNTHETIC_DEMO
2019-11-20,LKA_CMB,MGO,732.56,SYNTHETIC_DEMO
2019-11-20,ARE_FUJ,VLSFO,555.72,SYNTHETIC_DEMO
2019-11-20,ARE_FUJ,MGO,707.54,SYNTHETIC_DEMO
2019-11-21,SGP_SIN,VLSFO,557.88,SYNTHETIC_DEMO
2019-11-21,SGP_SIN,MGO,710.27,SYNTHETIC_DEMO
2019-11-21,LKA_CMB,VLSFO,571.83,SYNTHETIC_DEMO
2019-11-21,LKA_CMB,MGO,728.02,SYNTHETIC_DEMO
2019-11-21,ARE_FUJ,VLSFO,552.3,SYNTHETIC_DEMO
2019-11-21,ARE_FUJ,MGO,703.16,SYNTHETIC_DEMO
2019-11-22,SGP_SIN,VLSFO,573.33,SYNTHETIC_DEMO
2019-11-22,SGP_SIN,MGO,724.78,SYNTHETIC_DEMO
2019-11-22,LKA_CMB,VLSFO,587.67,SYNTHETIC_DEMO
2019-11-22,LKA_CMB,MGO,742.9,SYNTHETIC_DEMO
2019-11-22,ARE_FUJ,VLSFO,567.6,SYNTHETIC_DEMO
2019-11-22,ARE_FUJ,MGO,717.53,SYNTHETIC_DEMO
2019-11-23,SGP_SIN,VLSFO,566.42,SYNTHETIC_DEMO
2019-11-23,SGP_SIN,MGO,731.03,SYNTHETIC_DEMO
2019-11-23,LKA_CMB,VLSFO,580.58,SYNTHETIC_DEMO
2019-11-23,LKA_CMB,MGO,749.3,SYNTHETIC_DEMO
2019-11-23,ARE_FUJ,VLSFO,560.75,SYNTHETIC_DEMO
2019-11-23,ARE_FUJ,MGO,723.72,SYNTHETIC_DEMO
2019-11-24,SGP_SIN,VLSFO,585.08,SYNTHETIC_DEMO
2019-11-24,SGP_SIN,MGO,746.36,SYNTHETIC_DEMO
2019-11-24,LKA_CMB,VLSFO,599.71,SYNTHETIC_DEMO
2019-11-24,LKA_CMB,MGO,765.02,SYNTHETIC_DEMO
2019-11-24,ARE_FUJ,VLSFO,579.23,SYNTHETIC_DEMO
2019-11-24,ARE_FUJ,MGO,738.9,SYNTHETIC_DEMO
2019-11-25,SGP_SIN,VLSFO,577.79,SYNTHETIC_DEMO
2019-11-25,SGP_SIN,MGO,733.51,SYNTHETIC_DEMO
2019-11-25,LKA_CMB,VLSFO,592.23,SYNTHETIC_DEMO
2019-11-25,LKA_CMB,MGO,751.85,SYNTHETIC_DEMO
2019-11-25,ARE_FUJ,VLSFO,572.01,SYNTHETIC_DEMO
2019-11-25,ARE_FUJ,MGO,726.18,SYNTHETIC_DEMO
2019-11-26,SGP_SIN,VLSFO,577.43,SYNTHETIC_DEMO
2019-11-26,SGP_SIN,MGO,745.42,SYNTHETIC_DEMO
2019-11-26,LKA_CMB,VLSFO,591.87,SYNTHETIC_DEMO
2019-11-26,LKA_CMB,MGO,764.05,SYNTHETIC_DEMO
2019-11-26,ARE_FUJ,VLSFO,571.66,SYNTHETIC_DEMO
2019-11-26,ARE_FUJ,MGO,737.96,SYNTHETIC_DEMO
2019-11-27,SGP_SIN,VLSFO,571.19,SYNTHETIC_DEMO
2019-11-27,SGP_SIN,MGO,719.1,SYNTHETIC_DEMO
2019-11-27,LKA_CMB,VLSFO,585.47,SYNTHETIC_DEMO
2019-11-27,LKA_CMB,MGO,737.08,SYNTHETIC_DEMO
2019-11-27,ARE_FUJ,VLSFO,565.48,SYNTHETIC_DEMO
2019-11-27,ARE_FUJ,MGO,711.91,SYNTHETIC_DEMO
2019-11-28,SGP_SIN,VLSFO,582.85,SYNTHETIC_DEMO
2019-11-28,SGP_SIN,MGO,750.02,SYNTHETIC_DEMO
2019-11-28,LKA_CMB,VLSFO,597.42,SYNTHETIC_DEMO
2019-11-28,LKA_CMB,MGO,768.77,SYNTHETIC_DEMO
2019-11-28,ARE_FUJ,VLSFO,577.02,SYNTHETIC_DEMO
2019-11-28,ARE_FUJ,MGO,742.52,SYNTHETIC_DEMO
2019-11-29,SGP_SIN,VLSFO,572.63,SYNTHETIC_DEMO
2019-11-29,SGP_SIN,MGO,726.12,SYNTHETIC_DEMO
2019-11-29,LKA_CMB,VLSFO,586.95,SYNTHETIC_DEMO
2019-11-29,LKA_CMB,MGO,744.28,SYNTHETIC_DEMO
2019-11-29,ARE_FUJ,VLSFO,566.91,SYNTHETIC_DEMO
2019-11-29,ARE_FUJ,MGO,718.86,SYNTHETIC_DEMO
2019-11-30,SGP_SIN,VLSFO,579.07,SYNTHETIC_DEMO
2019-11-30,SGP_SIN,MGO,747.16,SYNTHETIC_DEMO
2019-11-30,LKA_CMB,VLSFO,593.54,SYNTHETIC_DEMO
2019-11-30,LKA_CMB,MGO,765.83,SYNTHETIC_DEMO
2019-11-30,ARE_FUJ,VLSFO,573.28,SYNTHETIC_DEMO
2019-11-30,ARE_FUJ,MGO,739.68,SYNTHETIC_DEMO
2019-12-01,SGP_SIN,VLSFO,579.21,SYNTHETIC_DEMO
2019-12-01,SGP_SIN,MGO,738.68,SYNTHETIC_DEMO
2019-12-01,LKA_CMB,VLSFO,593.69,SYNTHETIC_DEMO
2019-12-01,LKA_CMB,MGO,757.14,SYNTHETIC_DEMO
2019-12-01,ARE_FUJ,VLSFO,573.42,SYNTHETIC_DEMO
2019-12-01,ARE_FUJ,MGO,731.29,SYNTHETIC_DEMO
2019-12-02,SGP_SIN,VLSFO,573.28,SYNTHETIC_DEMO
2019-12-02,SGP_SIN,MGO,742.28,SYNTHETIC_DEMO
2019-12-02,LKA_CMB,VLSFO,587.61,SYNTHETIC_DEMO
2019-12-02,LKA_CMB,MGO,760.84,SYNTHETIC_DEMO
2019-12-02,ARE_FUJ,VLSFO,567.54,SYNTHETIC_DEMO
2019-12-02,ARE_FUJ,MGO,734.86,SYNTHETIC_DEMO
2019-12-03,SGP_SIN,VLSFO,563.77,SYNTHETIC_DEMO
2019-12-03,SGP_SIN,MGO,713.55,SYNTHETIC_DEMO
2019-12-03,LKA_CMB,VLSFO,577.86,SYNTHETIC_DEMO
2019-12-03,LKA_CMB,MGO,731.39,SYNTHETIC_DEMO
2019-12-03,ARE_FUJ,VLSFO,558.13,SYNTHETIC_DEMO
2019-12-03,ARE_FUJ,MGO,706.41,SYNTHETIC_DEMO
2019-12-04,SGP_SIN,VLSFO,558.1,SYNTHETIC_DEMO
2019-12-04,SGP_SIN,MGO,711.71,SYNTHETIC_DEMO
2019-12-04,LKA_CMB,VLSFO,572.06,SYNTHETIC_DEMO
2019-12-04,LKA_CMB,MGO,729.5,SYNTHETIC_DEMO
2019-12-04,ARE_FUJ,VLSFO,552.52,SYNTHETIC_DEMO
2019-12-04,ARE_FUJ,MGO,704.59,SYNTHETIC_DEMO
2019-12-05,SGP_SIN,VLSFO,558.32,SYNTHETIC_DEMO
2019-12-05,SGP_SIN,MGO,716.14,SYNTHETIC_DEMO
2019-12-05,LKA_CMB,VLSFO,572.28,SYNTHETIC_DEMO
2019-12-05,LKA_CMB,MGO,734.05,SYNTHETIC_DEMO
2019-12-05,ARE_FUJ,VLSFO,552.73,SYNTHETIC_DEMO
2019-12-05,ARE_FUJ,MGO,708.98,SYNTHETIC_DEMO
2019-12-06,SGP_SIN,VLSFO,552.14,SYNTHETIC_DEMO
2019-12-06,SGP_SIN,MGO,702.36,SYNTHETIC_DEMO
2019-12-06,LKA_CMB,VLSFO,565.94,SYNTHETIC_DEMO
2019-12-06,LKA_CMB,MGO,719.92,SYNTHETIC_DEMO
2019-12-06,ARE_FUJ,VLSFO,546.62,SYNTHETIC_DEMO
2019-12-06,ARE_FUJ,MGO,695.33,SYNTHETIC_DEMO
2019-12-07,SGP_SIN,VLSFO,562.36,SYNTHETIC_DEMO
2019-12-07,SGP_SIN,MGO,722.22,SYNTHETIC_DEMO
2019-12-07,LKA_CMB,VLSFO,576.42,SYNTHETIC_DEMO
2019-12-07,LKA_CMB,MGO,740.28,SYNTHETIC_DEMO
2019-12-07,ARE_FUJ,VLSFO,556.74,SYNTHETIC_DEMO
2019-12-07,ARE_FUJ,MGO,715.0,SYNTHETIC_DEMO
2019-12-08,SGP_SIN,VLSFO,561.88,SYNTHETIC_DEMO
2019-12-08,SGP_SIN,MGO,709.86,SYNTHETIC_DEMO
2019-12-08,LKA_CMB,VLSFO,575.93,SYNTHETIC_DEMO
2019-12-08,LKA_CMB,MGO,727.61,SYNTHETIC_DEMO
2019-12-08,ARE_FUJ,VLSFO,556.26,SYNTHETIC_DEMO
2019-12-08,ARE_FUJ,MGO,702.76,SYNTHETIC_DEMO
2019-12-09,SGP_SIN,VLSFO,559.75,SYNTHETIC_DEMO
2019-12-09,SGP_SIN,MGO,719.04,SYNTHETIC_DEMO
2019-12-09,LKA_CMB,VLSFO,573.75,SYNTHETIC_DEMO
2019-12-09,LKA_CMB,MGO,737.02,SYNTHETIC_DEMO
2019-12-09,ARE_FUJ,VLSFO,554.16,SYNTHETIC_DEMO
2019-12-09,ARE_FUJ,MGO,711.85,SYNTHETIC_DEMO
2019-12-10,SGP_SIN,VLSFO,554.21,SYNTHETIC_DEMO
2019-12-10,SGP_SIN,MGO,707.44,SYNTHETIC_DEMO
2019-12-10,LKA_CMB,VLSFO,568.07,SYNTHETIC_DEMO
2019-12-10,LKA_CMB,MGO,725.12,SYNTHETIC_DEMO
2019-12-10,ARE_FUJ,VLSFO,548.67,SYNTHETIC_DEMO
2019-12-10,ARE_FUJ,MGO,700.36,SYNTHETIC_DEMO
2019-12-11,SGP_SIN,VLSFO,550.26,SYNTHETIC_DEMO
2019-12-11,SGP_SIN,MGO,700.53,SYNTHETIC_DEMO
2019-12-11,LKA_CMB,VLSFO,564.02,SYNTHETIC_DEMO
2019-12-11,LKA_CMB,MGO,718.05,SYNTHETIC_DEMO
2019-12-11,ARE_FUJ,VLSFO,544.76,SYNTHETIC_DEMO
2019-12-11,ARE_FUJ,MGO,693.53,SYNTHETIC_DEMO
2019-12-12,SGP_SIN,VLSFO,550.55,SYNTHETIC_DEMO
2019-12-12,SGP_SIN,MGO,697.63,SYNTHETIC_DEMO
2019-12-12,LKA_CMB,VLSFO,564.32,SYNTHETIC_DEMO
2019-12-12,LKA_CMB,MGO,715.07,SYNTHETIC_DEMO
2019-12-12,ARE_FUJ,VLSFO,545.05,SYNTHETIC_DEMO
2019-12-12,ARE_FUJ,MGO,690.65,SYNTHETIC_DEMO
2019-12-13,SGP_SIN,VLSFO,541.85,SYNTHETIC_DEMO
2019-12-13,SGP_SIN,MGO,697.41,SYNTHETIC_DEMO
2019-12-13,LKA_CMB,VLSFO,555.4,SYNTHETIC_DEMO
2019-12-13,LKA_CMB,MGO,714.84,SYNTHETIC_DEMO
2019-12-13,ARE_FUJ,VLSFO,536.43,SYNTHETIC_DEMO
2019-12-13,ARE_FUJ,MGO,690.44,SYNTHETIC_DEMO
2019-12-14,SGP_SIN,VLSFO,546.79,SYNTHETIC_DEMO
2019-12-14,SGP_SIN,MGO,712.77,SYNTHETIC_DEMO
2019-12-14,LKA_CMB,VLSFO,560.46,SYNTHETIC_DEMO
2019-12-14,LKA_CMB,MGO,730.59,SYNTHETIC_DEMO
2019-12-14,ARE_FUJ,VLSFO,541.32,SYNTHETIC_DEMO
2019-12-14,ARE_FUJ,MGO,705.64,SYNTHETIC_DEMO
2019-12-15,SGP_SIN,VLSFO,560.07,SYNTHETIC_DEMO
2019-12-15,SGP_SIN,MGO,715.77,SYNTHETIC_DEMO
2019-12-15,LKA_CMB,VLSFO,574.07,SYNTHETIC_DEMO
2019-12-15,LKA_CMB,MGO,733.66,SYNTHETIC_DEMO
2019-12-15,ARE_FUJ,VLSFO,554.47,SYNTHETIC_DEMO
2019-12-15,ARE_FUJ,MGO,708.61,SYNTHETIC_DEMO
2019-12-16,SGP_SIN,VLSFO,550.26,SYNTHETIC_DEMO
2019-12-16,SGP_SIN,MGO,688.72,SYNTHETIC_DEMO
2019-12-16,LKA_CMB,VLSFO,564.02,SYNTHETIC_DEMO
2019-12-16,LKA_CMB,MGO,705.94,SYNTHETIC_DEMO
2019-12-16,ARE_FUJ,VLSFO,544.76,SYNTHETIC_DEMO
2019-12-16,ARE_FUJ,MGO,681.83,SYNTHETIC_DEMO
2019-12-17,SGP_SIN,VLSFO,548.49,SYNTHETIC_DEMO
2019-12-17,SGP_SIN,MGO,702.87,SYNTHETIC_DEMO
2019-12-17,LKA_CMB,VLSFO,562.21,SYNTHETIC_DEMO
2019-12-17,LKA_CMB,MGO,720.44,SYNTHETIC_DEMO
2019-12-17,ARE_FUJ,VLSFO,543.01,SYNTHETIC_DEMO
2019-12-17,ARE_FUJ,MGO,695.84,SYNTHETIC_DEMO
2019-12-18,SGP_SIN,VLSFO,533.56,SYNTHETIC_DEMO
2019-12-18,SGP_SIN,MGO,687.07,SYNTHETIC_DEMO
2019-12-18,LKA_CMB,VLSFO,546.89,SYNTHETIC_DEMO
2019-12-18,LKA_CMB,MGO,704.25,SYNTHETIC_DEMO
2019-12-18,ARE_FUJ,VLSFO,528.22,SYNTHETIC_DEMO
2019-12-18,ARE_FUJ,MGO,680.2,SYNTHETIC_DEMO
2019-12-19,SGP_SIN,VLSFO,533.43,SYNTHETIC_DEMO
2019-12-19,SGP_SIN,MGO,683.51,SYNTHETIC_DEMO
2019-12-19,LKA_CMB,VLSFO,546.77,SYNTHETIC_DEMO
2019-12-19,LKA_CMB,MGO,700.6,SYNTHETIC_DEMO
2019-12-19,ARE_FUJ,VLSFO,528.1,SYNTHETIC_DEMO
2019-12-19,ARE_FUJ,MGO,676.67,SYNTHETIC_DEMO
2019-12-20,SGP_SIN,VLSFO,529.28,SYNTHETIC_DEMO
2019-12-20,SGP_SIN,MGO,685.78,SYNTHETIC_DEMO
2019-12-20,LKA_CMB,VLSFO,542.51,SYNTHETIC_DEMO
2019-12-20,LKA_CMB,MGO,702.92,SYNTHETIC_DEMO
2019-12-20,ARE_FUJ,VLSFO,523.99,SYNTHETIC_DEMO
2019-12-20,ARE_FUJ,MGO,678.92,SYNTHETIC_DEMO
2019-12-21,SGP_SIN,VLSFO,534.46,SYNTHETIC_DEMO
2019-12-21,SGP_SIN,MGO,680.0,SYNTHETIC_DEMO
2019-12-21,LKA_CMB,VLSFO,547.82,SYNTHETIC_DEMO
2019-12-21,LKA_CMB,MGO,697.0,SYNTHETIC_DEMO
2019-12-21,ARE_FUJ,VLSFO,529.12,SYNTHETIC_DEMO
2019-12-21,ARE_FUJ,MGO,673.2,SYNTHETIC_DEMO
2019-12-22,SGP_SIN,VLSFO,542.14,SYNTHETIC_DEMO
2019-12-22,SGP_SIN,MGO,694.94,SYNTHETIC_DEMO
2019-12-22,LKA_CMB,VLSFO,555.69,SYNTHETIC_DEMO
2019-12-22,LKA_CMB,MGO,712.31,SYNTHETIC_DEMO
2019-12-22,ARE_FUJ,VLSFO,536.72,SYNTHETIC_DEMO
2019-12-22,ARE_FUJ,MGO,687.99,SYNTHETIC_DEMO
2019-12-23,SGP_SIN,VLSFO,542.81,SYNTHETIC_DEMO
2019-12-23,SGP_SIN,MGO,689.43,SYNTHETIC_DEMO
2019-12-23,LKA_CMB,VLSFO,556.38,SYNTHETIC_DEMO
2019-12-23,LKA_CMB,MGO,706.66,SYNTHETIC_DEMO
2019-12-23,ARE_FUJ,VLSFO,537.38,SYNTHETIC_DEMO
2019-12-23,ARE_FUJ,MGO,682.53,SYNTHETIC_DEMO
2019-12-24,SGP_SIN,VLSFO,537.88,SYNTHETIC_DEMO
2019-12-24,SGP_SIN,MGO,684.85,SYNTHETIC_DEMO
2019-12-24,LKA_CMB,VLSFO,551.32,SYNTHETIC_DEMO
2019-12-24,LKA_CMB,MGO,701.97,SYNTHETIC_DEMO
2019-12-24,ARE_FUJ,VLSFO,532.5,SYNTHETIC_DEMO
2019-12-24,ARE_FUJ,MGO,678.0,SYNTHETIC_DEMO
2019-12-25,SGP_SIN,VLSFO,539.11,SYNTHETIC_DEMO
2019-12-25,SGP_SIN,MGO,684.14,SYNTHETIC_DEMO
2019-12-25,LKA_CMB,VLSFO,552.59,SYNTHETIC_DEMO
2019-12-25,LKA_CMB,MGO,701.24,SYNTHETIC_DEMO
2019-12-25,ARE_FUJ,VLSFO,533.72,SYNTHETIC_DEMO
2019-12-25,ARE_FUJ,MGO,677.3,SYNTHETIC_DEMO
2019-12-26,SGP_SIN,VLSFO,548.1,SYNTHETIC_DEMO
2019-12-26,SGP_SIN,MGO,691.61,SYNTHETIC_DEMO
2019-12-26,LKA_CMB,VLSFO,561.8,SYNTHETIC_DEMO
2019-12-26,LKA_CMB,MGO,708.9,SYNTHETIC_DEMO
2019-12-26,ARE_FUJ,VLSFO,542.62,SYNTHETIC_DEMO
2019-12-26,ARE_FUJ,MGO,684.69,SYNTHETIC_DEMO
2019-12-27,SGP_SIN,VLSFO,551.86,SYNTHETIC_DEMO
2019-12-27,SGP_SIN,MGO,695.09,SYNTHETIC_DEMO
2019-12-27,LKA_CMB,VLSFO,565.66,SYNTHETIC_DEMO
2019-12-27,LKA_CMB,MGO,712.47,SYNTHETIC_DEMO
2019-12-27,ARE_FUJ,VLSFO,546.35,SYNTHETIC_DEMO
2019-12-27,ARE_FUJ,MGO,688.14,SYNTHETIC_DEMO
2019-12-28,SGP_SIN,VLSFO,542.0,SYNTHETIC_DEMO
2019-12-28,SGP_SIN,MGO,688.27,SYNTHETIC_DEMO
2019-12-28,LKA_CMB,VLSFO,555.55,SYNTHETIC_DEMO
2019-12-28,LKA_CMB,MGO,705.48,SYNTHETIC_DEMO
2019-12-28,ARE_FUJ,VLSFO,536.58,SYNTHETIC_DEMO
2019-12-28,ARE_FUJ,MGO,681.39,SYNTHETIC_DEMO
2019-12-29,SGP_SIN,VLSFO,545.72,SYNTHETIC_DEMO
2019-12-29,SGP_SIN,MGO,699.72,SYNTHETIC_DEMO
2019-12-29,LKA_CMB,VLSFO,559.36,SYNTHETIC_DEMO
2019-12-29,LKA_CMB,MGO,717.21,SYNTHETIC_DEMO
2019-12-29,ARE_FUJ,VLSFO,540.26,SYNTHETIC_DEMO
2019-12-29,ARE_FUJ,MGO,692.72,SYNTHETIC_DEMO
2019-12-30,SGP_SIN,VLSFO,550.49,SYNTHETIC_DEMO
2019-12-30,SGP_SIN,MGO,699.7,SYNTHETIC_DEMO
2019-12-30,LKA_CMB,VLSFO,564.25,SYNTHETIC_DEMO
2019-12-30,LKA_CMB,MGO,717.19,SYNTHETIC_DEMO
2019-12-30,ARE_FUJ,VLSFO,544.98,SYNTHETIC_DEMO
2019-12-30,ARE_FUJ,MGO,692.7,SYNTHETIC_DEMO
2019-12-31,SGP_SIN,VLSFO,542.68,SYNTHETIC_DEMO
2019-12-31,SGP_SIN,MGO,690.42,SYNTHETIC_DEMO
2019-12-31,LKA_CMB,VLSFO,556.25,SYNTHETIC_DEMO
2019-12-31,LKA_CMB,MGO,707.68,SYNTHETIC_DEMO
2019-12-31,ARE_FUJ,VLSFO,537.25,SYNTHETIC_DEMO
2019-12-31,ARE_FUJ,MGO,683.52,SYNTHETIC_DEMO
2020-01-01,SGP_SIN,VLSFO,540.83,SYNTHETIC_DEMO
2020-01-01,SGP_SIN,MGO,686.72,SYNTHETIC_DEMO
2020-01-01,LKA_CMB,VLSFO,554.35,SYNTHETIC_DEMO
2020-01-01,LKA_CMB,MGO,703.89,SYNTHETIC_DEMO
2020-01-01,ARE_FUJ,VLSFO,535.42,SYNTHETIC_DEMO
2020-01-01,ARE_FUJ,MGO,679.85,SYNTHETIC_DEMO
2020-01-02,SGP_SIN,VLSFO,543.14,SYNTHETIC_DEMO
2020-01-02,SGP_SIN,MGO,693.44,SYNTHETIC_DEMO
2020-01-02,LKA_CMB,VLSFO,556.72,SYNTHETIC_DEMO
2020-01-02,LKA_CMB,MGO,710.77,SYNTHETIC_DEMO
2020-01-02,ARE_FUJ,VLSFO,537.71,SYNTHETIC_DEMO
2020-01-02,ARE_FUJ,MGO,686.5,SYNTHETIC_DEMO
2020-01-03,SGP_SIN,VLSFO,548.25,SYNTHETIC_DEMO
2020-01-03,SGP_SIN,MGO,691.67,SYNTHETIC_DEMO
2020-01-03,LKA_CMB,VLSFO,561.96,SYNTHETIC_DEMO
2020-01-03,LKA_CMB,MGO,708.96,SYNTHETIC_DEMO
